,site_name,nuts3_code,cluster,geometry,aidres_sector_name,production_route_name,prod_cap,prod_rate,utilization_rate,product_name,electricity_[gj/t] ton,alternative_fuel_mixture_[gj/t] ton,biomass_[gj/t] ton,biomass_waste_[gj/t] ton,coal_[gj/t] ton,coke_[gj/t] ton,crude_oil_[gj/t] ton,hydrogen_[gj/t] ton,methanol_[gj/t] ton,ammonia_[gj/t] ton,naphtha_[gj/t] ton,natural_gas_[gj/t] ton,plastic_mix_[gj/t] ton,sector_name,total_energy,Direct CO2 emissions (t)
285,Dow Olefinverbund GmbH - Schkopau,DEE0B,11,POINT (11.974703 51.39415),Chemical,polymers,635,635,100,chemical-PE,393995.275,0,0,0,0,0,0,101374.575,0,0,0,0,0,Chemical,495369.85000000003,0
286,Clariant Produkte (Deutschland) GmbH - Burgkirchen,DE214,9,POINT (12.721645 48.178373),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
287,Dow Olefinverbund GmbH - Böhlen,DED52,-1,POINT (12.387038 51.200695),Chemical,cracker,475,475,100,chemical-olefins,13390215.4353425,0,10645652.920850001,0,0,0,0,1009470.5145199997,7242505.389372499,0,4046172.3301699995,0,0,Chemical,36344952.106755,10935.516499999996
288,Sasol Germany GmbH - Marl,DEA36,10,POINT (7.09492 51.678794),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
289,Wacker Chemie AG - Burghausen,DE214,9,POINT (12.840594 48.177033),Chemical,polymers,900,900,100,chemical-PE,558418.5,0,0,0,0,0,0,143680.5,0,0,0,0,0,Chemical,702099,0
290,OQ Chemicals Produktion GmbH & Co.KG - Oberhausen,DEA17,21,POINT (6.798279 51.525344),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
291,LANXESS Deutschland GmbH - Leverkusen,DEA24,12,POINT (6.985417 51.015535),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
292,INEOS Solvents Germany GmbH - Herne,DEA55,-1,POINT (7.214009 51.536025),Chemical,organic synthesis,229,229,100,chemical-PEA,1126108.645,0,0,0,0,0,0,989243.3600000001,0,0,0,0,0,Chemical,2115352.005,0
293,INEOS Solvents Germany GmbH - Moers,DEA1F,21,POINT (6.646913 51.4702),Chemical,organic synthesis,341,341,100,chemical-PEA,1676869.2050000003,0,0,0,0,0,0,1473065.4400000002,0,0,0,0,0,Chemical,3149934.6450000005,0
294,Evonik Operations GmbH - Wesseling,DEA27,8,POINT (6.976372 50.832973),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
295,ARLANXEO Deutschland GmbH - Leverkusen,DEA24,12,POINT (6.985417 51.015535),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
296,Basell Polyolefine GmbH - Münchsmünster,DE21J,-1,POINT (11.703746 48.755501),Chemical,cracker,153.646,153.646,100,chemical-olefins,4331269.559533965,0,3443498.923530356,0,0,0,0,326528.64562934707,2342698.9116958464,0,1308796.1975606307,0,0,Chemical,11756329.497672586,3537.2597224399988
297,Basell Polyolefine GmbH - Münchsmünster,DE21J,-1,POINT (11.703746 48.755501),Chemical,polymers,166.354,166.354,100,chemical-PE,103216.83461000002,0,0,0,0,0,0,26557.584329999998,0,0,0,0,0,Chemical,129774.41894000002,0
298,Evonik Operations GmbH - Marl,DEA36,10,POINT (7.09492 51.678794),Chemical,cracker,1299.074,1299.074,100,chemical-olefins,36620801.529372886,0,29114717.73157957,0,0,0,0,2760793.471956956,19807474.623565663,0,11065846.891880551,0,0,Chemical,99399541.71185398,29907.46349835999
299,Evonik Operations GmbH - Marl,DEA36,10,POINT (7.09492 51.678794),Chemical,organic synthesis,1294.406,1294.406,100,chemical-PEA,6365247.97703,0,0,0,0,0,0,5591626.81504,0,0,0,0,0,Chemical,11956874.79207,0
300,Evonik Operations GmbH - Marl,DEA36,10,POINT (7.09492 51.678794),Chemical,polymers,1406.52,1406.52,100,chemical-PE,872696.4318,0,0,0,0,0,0,224543.88539999997,0,0,0,0,0,Chemical,1097240.3172,0
301,VYNOVA Wilhelmshaven GmbH - Wilhelmshaven,DE945,-1,POINT (8.058557 53.622862),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
302,VESTOLIT GmbH - Marl,DEA36,10,POINT (7.10032 51.68154),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
303,VESTOLIT GmbH - Marl,DEA36,10,POINT (7.10032 51.68154),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
304,Perstorp Chemicals GmbH - Arnsberg,DEA57,-1,POINT (8.029974 51.42284),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,1228029.6249417874,0,976323.1388455612,0,0,0,0,92579.51847912745,664217.1830540447,0,371078.38279835775,0,0,Chemical,3333230.7549272785,1002.9068083993997
305,Perstorp Chemicals GmbH - Arnsberg,DEA57,-1,POINT (8.029974 51.42284),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
306,Perstorp Chemicals GmbH - Arnsberg,DEA57,-1,POINT (8.029974 51.42284),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
307,Prefere Paraform GmbH & Co. KG - Mainz,DEB35,-1,POINT (8.234643 50.018409),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
308,Hexion GmbH - Duisburg,DEA12,21,POINT (6.797633 51.472754),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
309,Evonik Operations GmbH - Herne,DEA55,-1,POINT (7.184226 51.514028),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,1228029.6249417874,0,976323.1388455612,0,0,0,0,92579.51847912745,664217.1830540447,0,371078.38279835775,0,0,Chemical,3333230.7549272785,1002.9068083993997
310,Evonik Operations GmbH - Herne,DEA55,-1,POINT (7.184226 51.514028),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
311,Evonik Operations GmbH - Herne,DEA55,-1,POINT (7.184226 51.514028),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
312,Cerdia Produktions GmbH - Freiburg,DE131,-1,POINT (7.844156 48.020162),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
313,Rain Carbon Germany GmbH - Castrop-Rauxel,DEA36,-1,POINT (7.297955 51.574178),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,1228029.6249417874,0,976323.1388455612,0,0,0,0,92579.51847912745,664217.1830540447,0,371078.38279835775,0,0,Chemical,3333230.7549272785,1002.9068083993997
314,Rain Carbon Germany GmbH - Castrop-Rauxel,DEA36,-1,POINT (7.297955 51.574178),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
315,Rain Carbon Germany GmbH - Castrop-Rauxel,DEA36,-1,POINT (7.297955 51.574178),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
316,INEOS Phenol GmbH - Gladbeck,DEA36,-1,POINT (6.969231 51.597168),Chemical,organic synthesis,1050,1050,100,chemical-PEA,5163380.25,0,0,0,0,0,0,4535832,0,0,0,0,0,Chemical,9699212.25,0
317,Celanese Production Germany GmbH & Co. KG - Frankfurt am Main,DE712,-1,POINT (8.534681 50.091051),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
318,DOMO Caproleuna GmbH - Leuna,DEE0B,11,POINT (12.012956 51.325326),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
319,Huntsman Products GmbH - Moers,DEA1F,21,POINT (6.646913 51.4702),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,1228029.6249417874,0,976323.1388455612,0,0,0,0,92579.51847912745,664217.1830540447,0,371078.38279835775,0,0,Chemical,3333230.7549272785,1002.9068083993997
320,Huntsman Products GmbH - Moers,DEA1F,21,POINT (6.646913 51.4702),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
321,Huntsman Products GmbH - Moers,DEA1F,21,POINT (6.646913 51.4702),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
322,INOVYN Deutschland GmbH - Rheinberg,DEA1F,-1,POINT (6.577616 51.561322),Chemical,polymers,320,320,100,chemical-PE,198548.80000000002,0,0,0,0,0,0,51086.399999999994,0,0,0,0,0,Chemical,249635.2,0
323,Radici Chimica Deutschland GmbH - Elsteraue OT Tröglitz,DEE08,-1,POINT (12.192163 51.068558),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
324,Dow Deutschland Anlagengesellschaft mbH - Stade,DE939,-1,POINT (9.486762 53.634628),Chemical,polymers,1500,1500,100,chemical-PE,930697.5000000001,0,0,0,0,0,0,239467.49999999997,0,0,0,0,0,Chemical,1170165,0
325,Blue Cube Germany Assets GmbH & Co.KG - Stade,DE939,-1,POINT (9.507866 53.65192),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
326,Borealis Agrolinz Melamine Deutschland GmbH - Lutherstadt Wittenberg,DEE0E,-1,POINT (12.590988 51.876104),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
327,Covestro Deutschland AG - Krefeld-Uerdingen,DEA14,-1,POINT (6.663324 51.369158),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
328,Covestro Deutschland AG - Brunsbüttel,DEF05,-1,POINT (9.184951 53.901848),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,1228029.6249417874,0,976323.1388455612,0,0,0,0,92579.51847912745,664217.1830540447,0,371078.38279835775,0,0,Chemical,3333230.7549272785,1002.9068083993997
329,Covestro Deutschland AG - Brunsbüttel,DEF05,-1,POINT (9.184951 53.901848),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
330,Covestro Deutschland AG - Brunsbüttel,DEF05,-1,POINT (9.184951 53.901848),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
331,INEOS Manufacturing Deutschland GmbH - Köln,DEA23,12,POINT (6.846024 51.067056),Chemical,cracker,1503.33,1503.33,100,chemical-olefins,42378763.30613355,0,33692482.95895038,0,0,0,0,3194878.544407055,22921843.42527444,0,12805752.103398873,0,0,Chemical,115028330.21189052,34609.873726199985
332,INEOS Manufacturing Deutschland GmbH - Köln,DEA23,12,POINT (6.846024 51.067056),Chemical,organic synthesis,1013,1013,100,chemical-PEA,4981432.565,0,0,0,0,0,0,4375997.92,0,0,0,0,0,Chemical,9357430.485,0
333,INEOS Manufacturing Deutschland GmbH - Köln,DEA23,12,POINT (6.846024 51.067056),Chemical,polymers,1627.67,1627.67,100,chemical-PE,1009912.2665500002,0,0,0,0,0,0,259849.37715000001,0,0,0,0,0,Chemical,1269761.6437000001,0
334,Covestro Deutschland AG - Dormagen,DEA23,-1,POINT (6.837902 51.07734),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,1228029.6249417874,0,976323.1388455612,0,0,0,0,92579.51847912745,664217.1830540447,0,371078.38279835775,0,0,Chemical,3333230.7549272785,1002.9068083993997
335,Covestro Deutschland AG - Dormagen,DEA23,-1,POINT (6.837902 51.07734),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
336,Covestro Deutschland AG - Dormagen,DEA23,-1,POINT (6.837902 51.07734),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
337,KLK Emmerich GmbH - Emmerich am Rhein,DEA1B,-1,POINT (6.23611 51.83342),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,1228029.6249417874,0,976323.1388455612,0,0,0,0,92579.51847912745,664217.1830540447,0,371078.38279835775,0,0,Chemical,3333230.7549272785,1002.9068083993997
338,KLK Emmerich GmbH - Emmerich am Rhein,DEA1B,-1,POINT (6.23611 51.83342),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
339,KLK Emmerich GmbH - Emmerich am Rhein,DEA1B,-1,POINT (6.23611 51.83342),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
340,Oleon GmbH - Emmerich am Rhein,DEA1B,-1,POINT (6.255184 51.831873),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,1228029.6249417874,0,976323.1388455612,0,0,0,0,92579.51847912745,664217.1830540447,0,371078.38279835775,0,0,Chemical,3333230.7549272785,1002.9068083993997
341,Oleon GmbH - Emmerich am Rhein,DEA1B,-1,POINT (6.255184 51.831873),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
342,Oleon GmbH - Emmerich am Rhein,DEA1B,-1,POINT (6.255184 51.831873),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
343,INEOS Solvents Marl GmbH - Marl,DEA36,10,POINT (7.09492 51.678794),Chemical,organic synthesis,260,260,100,chemical-PEA,1278551.3,0,0,0,0,0,0,1123158.4000000001,0,0,0,0,0,Chemical,2401709.7,0
344,YARA Brunsbüttel GmbH - Büttel,DEF0E,-1,POINT (9.228477 53.899271),Chemical,fertilisers,800,800,100,fertiliser-ammonia,21922142.857348576,0,1620882.2088220883,0,0,0,0,0,0,0,0,5531326.097740977,0,Fertilisers,29128869.485094853,54518.321183211825
345,YARA Brunsbüttel GmbH - Büttel,DEF0E,-1,POINT (9.228477 53.899271),Chemical,fertilisers,0,0,100,fertiliser-nitric-acid,0,0,0,0,0,0,0,0,0,0,0,0,0,Fertilisers,0,0
346,YARA Brunsbüttel GmbH - Büttel,DEF0E,-1,POINT (9.228477 53.899271),Chemical,fertilisers,0,0,100,fertiliser-urea,0,0,0,0,0,0,0,0,0,0,0,0,0,Fertilisers,0,0
348,Trinseo Deutschland GmbH - Böhlen,DED52,-1,POINT (12.387038 51.200695),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
349,Oxxynova GmbH - Steyerberg,DE927,-1,POINT (9.033287 52.596572),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
350,Sasol Germany GmbH - Brunsbüttel,DEF05,-1,POINT (9.162448 53.914323),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,1228029.6249417874,0,976323.1388455612,0,0,0,0,92579.51847912745,664217.1830540447,0,371078.38279835775,0,0,Chemical,3333230.7549272785,1002.9068083993997
351,Sasol Germany GmbH - Brunsbüttel,DEF05,-1,POINT (9.162448 53.914323),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
352,Sasol Germany GmbH - Brunsbüttel,DEF05,-1,POINT (9.162448 53.914323),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
353,Basell Polyolefine GmbH - Wesseling,DEA27,8,POINT (6.966982 50.833066),Chemical,cracker,1056.316,1056.316,100,chemical-olefins,29777471.174314205,0,23674049.496295977,0,0,0,0,2244883.907401491,16106051.206064003,0,8997971.728664953,0,0,Chemical,80824746.16757686,24318.65483623999
354,Basell Polyolefine GmbH - Wesseling,DEA27,8,POINT (6.966982 50.833066),Chemical,polymers,1143.684,1143.684,100,chemical-PE,709615.89306,0,0,0,0,0,0,182583.43217999997,0,0,0,0,0,Chemical,892199.32524,0
355,Performance Polyamides GmbH - Freiburg,DE131,-1,POINT (7.844156 48.020162),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
356,Basell Polyolefine GmbH - Frankfurt am Main,DE712,-1,POINT (8.534681 50.091051),Chemical,cracker,400,400,100,chemical-olefins,11275970.892919999,0,8964760.354400001,0,0,0,0,850080.4332799998,6098951.906839999,0,3407303.014879999,0,0,Chemical,30606275.458319996,9208.855999999998
357,Basell Polyolefine GmbH - Frankfurt am Main,DE712,-1,POINT (8.534681 50.091051),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
358,BASF Polyurethanes GmbH - Lemförde,DE922,-1,POINT (8.38521 52.459218),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
359,Xentrys Leuna GmbH - Leuna,DEE0B,11,POINT (12.012912 51.32532),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
360,Momentive Performance Materials GmbH - Leverkusen,DEA24,12,POINT (7.01922 51.045925),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,1228029.6249417874,0,976323.1388455612,0,0,0,0,92579.51847912745,664217.1830540447,0,371078.38279835775,0,0,Chemical,3333230.7549272785,1002.9068083993997
361,Momentive Performance Materials GmbH - Leverkusen,DEA24,12,POINT (7.01922 51.045925),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
362,Momentive Performance Materials GmbH - Leverkusen,DEA24,12,POINT (7.01922 51.045925),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
363,Jackon GmbH - Wismar,DE80M,-1,POINT (11.44913 53.910285),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,1228029.6249417874,0,976323.1388455612,0,0,0,0,92579.51847912745,664217.1830540447,0,371078.38279835775,0,0,Chemical,3333230.7549272785,1002.9068083993997
364,Jackon GmbH - Wismar,DE80M,-1,POINT (11.44913 53.910285),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
365,Jackon GmbH - Wismar,DE80M,-1,POINT (11.44913 53.910285),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
366,Celanese Production Germany GmbH & Co. KG - Oberhausen,DEA17,21,POINT (6.798279 51.525344),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
367,FoamPartner Germany GmbH - Duderstadt,DE91C,-1,POINT (10.236418 51.516227),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
368,Trinseo Deutschland GmbH - Schkopau,DEE0B,11,POINT (11.971405 51.395869),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
369,LANXESS Deutschland GmbH - Köln,DEA14,-1,POINT (6.65706 51.37384),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
370,Vinnolit GmbH & Co. KG - Burghausen,DE214,9,POINT (12.840594 48.177033),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
371,Vinnolit GmbH & Co. KG - Merkenich,DEA23,12,POINT (6.950412 51.02164),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
372,Vinnolit Schkopau GmbH - Schkopau,DEE0B,11,POINT (11.974406 51.390339),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
373,Henkel AG & Co. KGaA - Düsseldorf,DEA11,-1,POINT (6.837402 51.176269),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,1228029.6249417874,0,976323.1388455612,0,0,0,0,92579.51847912745,664217.1830540447,0,371078.38279835775,0,0,Chemical,3333230.7549272785,1002.9068083993997
374,Henkel AG & Co. KGaA - Düsseldorf,DEA11,-1,POINT (6.837402 51.176269),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
375,Henkel AG & Co. KGaA - Düsseldorf,DEA11,-1,POINT (6.837402 51.176269),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
376,Dow Olefinverbund GmbH - Boehlen,DED52,-1,POINT (12.387038 51.200695),Chemical,polymers,3365,3365,100,chemical-PE,2087864.7250000003,0,0,0,0,0,0,537205.425,0,0,0,0,0,Chemical,2625070.1500000004,0
377,"SABIC Innovative Plastics España, S. Com. por A. - Cartagena (Murcia)",ES620,-1,POINT (-1.099456 37.706219),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
378,"Dynasol Elastómeros, S.A.U. - Marina de Cudeyo",ES130,-1,POINT (-3.77287 43.42035),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,1228029.6249417874,0,976323.1388455612,0,0,0,0,92579.51847912745,664217.1830540447,0,371078.38279835775,0,0,Chemical,3333230.7549272785,1002.9068083993997
379,"Dynasol Elastómeros, S.A.U. - Marina de Cudeyo",ES130,-1,POINT (-3.77287 43.42035),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
380,"Dynasol Elastómeros, S.A.U. - Marina de Cudeyo",ES130,-1,POINT (-3.77287 43.42035),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
381,"BASF Sonatrach Propanchem, S.A. Planta PDH - Tarragona",ES514,13,POINT (1.178207 41.11091),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,1228029.6249417874,0,976323.1388455612,0,0,0,0,92579.51847912745,664217.1830540447,0,371078.38279835775,0,0,Chemical,3333230.7549272785,1002.9068083993997
382,"BASF Sonatrach Propanchem, S.A. Planta PDH - Tarragona",ES514,13,POINT (1.178207 41.11091),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
383,"BASF Sonatrach Propanchem, S.A. Planta PDH - Tarragona",ES514,13,POINT (1.178207 41.11091),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
384,"Adisseo España, S.A. - Burgos",ES412,-1,POINT (-3.738184 42.373704),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,1228029.6249417874,0,976323.1388455612,0,0,0,0,92579.51847912745,664217.1830540447,0,371078.38279835775,0,0,Chemical,3333230.7549272785,1002.9068083993997
385,"Adisseo España, S.A. - Burgos",ES412,-1,POINT (-3.738184 42.373704),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
386,"Adisseo España, S.A. - Burgos",ES412,-1,POINT (-3.738184 42.373704),Chemical,polymers,47.165769,47.165769,100,chemical-PE,29264.708862585,0,0,0,0,0,0,7529.7791920049995,0,0,0,0,0,Chemical,36794.48805459,0
387,"Foresa, Indutrias Químicas del Noroeste, S.A.U. - Caldas de Reyes",ES114,-1,POINT (-8.64883 42.59875),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,1228029.6249417874,0,976323.1388455612,0,0,0,0,92579.51847912745,664217.1830540447,0,371078.38279835775,0,0,Chemical,3333230.7549272785,1002.9068083993997
388,"Foresa, Indutrias Químicas del Noroeste, S.A.U. - Caldas de Reyes",ES114,-1,POINT (-8.64883 42.59875),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,213450.09734588998,0,0,0,0,0,0,187507.74397152,0,0,0,0,0,Chemical,400957.84131741,0
