,site_name,nuts3_code,cluster,geometry,aidres_sector_name,production_route_name,prod_cap,prod_rate,utilization_rate,product_name,electricity_[gj/t] ton,alternative_fuel_mixture_[gj/t] ton,biomass_[gj/t] ton,biomass_waste_[gj/t] ton,coal_[gj/t] ton,coke_[gj/t] ton,crude_oil_[gj/t] ton,hydrogen_[gj/t] ton,methanol_[gj/t] ton,ammonia_[gj/t] ton,naphtha_[gj/t] ton,natural_gas_[gj/t] ton,plastic_mix_[gj/t] ton,sector_name,total_energy,Direct CO2 emissions (t)
255,RAIN CARBON - Zelzate,BE233,-1,POINT (3.805674 51.205098),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
256,RAIN CARBON - Zelzate,BE233,-1,POINT (3.805674 51.205098),Chemical,polymers,47.165769,47.165769,100,chemical-PE,23219.708078699998,0,0,0,0,0,0,281.57964093,0,0,0,13700.71257912,0,Chemical,37956.65260275,754.652304
257,SPOLANA s.r.o. - Neratovice,CZ020,-1,POINT (14.524406 50.266989),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,46250.96483410001,0,0,0,0,0,0,0,0,0,2636623.4389538,0,0,Chemical,2724999.5443579,42125.14057
258,SPOLANA s.r.o. - Neratovice,CZ020,-1,POINT (14.524406 50.266989),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
259,SPOLANA s.r.o. - Neratovice,CZ020,-1,POINT (14.524406 50.266989),Chemical,polymers,47.165769,47.165769,100,chemical-PE,23219.708078699998,0,0,0,0,0,0,281.57964093,0,0,0,13700.71257912,0,Chemical,37956.65260275,754.652304
260,PRECHEZA a.s. - Přerov,CZ071,-1,POINT (17.435652 49.449391),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,46250.96483410001,0,0,0,0,0,0,0,0,0,2636623.4389538,0,0,Chemical,2724999.5443579,42125.14057
261,PRECHEZA a.s. - Přerov,CZ071,-1,POINT (17.435652 49.449391),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
262,PRECHEZA a.s. - Přerov,CZ071,-1,POINT (17.435652 49.449391),Chemical,polymers,47.165769,47.165769,100,chemical-PE,23219.708078699998,0,0,0,0,0,0,281.57964093,0,0,0,13700.71257912,0,Chemical,37956.65260275,754.652304
263,SYNTHOS Kralupy a.s. - Kralupy nad  Vltavou,CZ020,-1,POINT (14.320926 50.258256),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
264,SYNTHOS Kralupy a.s. - Kralupy nad  Vltavou,CZ020,-1,POINT (14.320926 50.258256),Chemical,polymers,47.165769,47.165769,100,chemical-PE,23219.708078699998,0,0,0,0,0,0,281.57964093,0,0,0,13700.71257912,0,Chemical,37956.65260275,754.652304
265,"DUKOL Ostrava, s.r.o. - Ostrava",CZ080,-1,POINT (18.232593 49.834906),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,46250.96483410001,0,0,0,0,0,0,0,0,0,2636623.4389538,0,0,Chemical,2724999.5443579,42125.14057
266,"DUKOL Ostrava, s.r.o. - Ostrava",CZ080,-1,POINT (18.232593 49.834906),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
267,"DUKOL Ostrava, s.r.o. - Ostrava",CZ080,-1,POINT (18.232593 49.834906),Chemical,polymers,47.165769,47.165769,100,chemical-PE,23219.708078699998,0,0,0,0,0,0,281.57964093,0,0,0,13700.71257912,0,Chemical,37956.65260275,754.652304
268,Röhm GmbH - Wesseling,DEA27,8,POINT (6.976372 50.832973),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,46250.96483410001,0,0,0,0,0,0,0,0,0,2636623.4389538,0,0,Chemical,2724999.5443579,42125.14057
269,Röhm GmbH - Wesseling,DEA27,8,POINT (6.976372 50.832973),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
270,Röhm GmbH - Wesseling,DEA27,8,POINT (6.976372 50.832973),Chemical,polymers,47.165769,47.165769,100,chemical-PE,23219.708078699998,0,0,0,0,0,0,281.57964093,0,0,0,13700.71257912,0,Chemical,37956.65260275,754.652304
271,Vinnolit GmbH & Co. KG - Burgkirchen,DE214,9,POINT (12.721645 48.178373),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
272,Vinnolit GmbH & Co. KG - Hürth,DEA27,8,POINT (6.87238 50.86357),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
273,Vinnolit GmbH & Co. KG - Hürth,DEA27,8,POINT (6.848131 50.858205),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
274,Röhm GmbH - Worms,DEB39,-1,POINT (8.362931 49.655261),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
275,Evonik Operations GmbH - Marl,DEA36,10,POINT (7.09492 51.678794),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,46250.96483410001,0,0,0,0,0,0,0,0,0,2636623.4389538,0,0,Chemical,2724999.5443579,42125.14057
276,Evonik Operations GmbH - Marl,DEA36,10,POINT (7.09492 51.678794),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
277,Evonik Operations GmbH - Marl,DEA36,10,POINT (7.09492 51.678794),Chemical,polymers,47.165769,47.165769,100,chemical-PE,23219.708078699998,0,0,0,0,0,0,281.57964093,0,0,0,13700.71257912,0,Chemical,37956.65260275,754.652304
278,BASF SE - Ludwigshafen,DEB34,-1,POINT (8.416509 49.525819),Chemical,cracker,620,620,100,chemical-olefins,658260.2,0,0,0,0,0,0,0,0,0,37525363.599999994,0,0,Chemical,38783163.8,599540.0000000001
279,BASF SE - Ludwigshafen,DEB34,-1,POINT (8.416509 49.525819),Chemical,organic synthesis,1855,1855,100,chemical-PEA,2404080,0,0,0,0,0,0,0,0,0,0,15142754.549999999,0,Chemical,18398279.549999997,851444.9999999999
280,BASF SE - Ludwigshafen,DEB34,-1,POINT (8.416509 49.525819),Chemical,polymers,485,485,100,chemical-PE,238765.5,0,0,0,0,0,0,2895.45,0,0,0,140882.80000000002,0,Chemical,390303.75,7760
281,BASF Personal Care and Nutrition GmbH - Düsseldorf-Holthausen,DEA11,-1,POINT (6.837402 51.176269),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
282,KLK Emmerich GmbH - Düsseldorf,DEA11,-1,POINT (6.843123 51.179916),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,46250.96483410001,0,0,0,0,0,0,0,0,0,2636623.4389538,0,0,Chemical,2724999.5443579,42125.14057
283,KLK Emmerich GmbH - Düsseldorf,DEA11,-1,POINT (6.843123 51.179916),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
284,KLK Emmerich GmbH - Düsseldorf,DEA11,-1,POINT (6.843123 51.179916),Chemical,polymers,47.165769,47.165769,100,chemical-PE,23219.708078699998,0,0,0,0,0,0,281.57964093,0,0,0,13700.71257912,0,Chemical,37956.65260275,754.652304
285,Dow Olefinverbund GmbH - Schkopau,DEE0B,11,POINT (11.974703 51.39415),Chemical,polymers,635,635,100,chemical-PE,312610.5,0,0,0,0,0,0,3790.95,0,0,0,184454.80000000002,0,Chemical,511016.25,10160
286,Clariant Produkte (Deutschland) GmbH - Burgkirchen,DE214,9,POINT (12.721645 48.178373),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
287,Dow Olefinverbund GmbH - Böhlen,DED52,-1,POINT (12.387038 51.200695),Chemical,cracker,475,475,100,chemical-olefins,504312.24999999994,0,0,0,0,0,0,0,0,0,28749270.5,0,0,Chemical,29712907.75,459325.00000000006
288,Sasol Germany GmbH - Marl,DEA36,10,POINT (7.09492 51.678794),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
289,Wacker Chemie AG - Burghausen,DE214,9,POINT (12.840594 48.177033),Chemical,polymers,900,900,100,chemical-PE,443070,0,0,0,0,0,0,5372.999999999999,0,0,0,261432.00000000003,0,Chemical,724275,14400
290,OQ Chemicals Produktion GmbH & Co.KG - Oberhausen,DEA17,21,POINT (6.798279 51.525344),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
291,LANXESS Deutschland GmbH - Leverkusen,DEA24,12,POINT (6.985417 51.015535),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
292,INEOS Solvents Germany GmbH - Herne,DEA55,-1,POINT (7.214009 51.536025),Chemical,organic synthesis,229,229,100,chemical-PEA,296784,0,0,0,0,0,0,0,0,0,0,1869375.0899999999,0,Chemical,2271270.09,105110.99999999999
293,INEOS Solvents Germany GmbH - Moers,DEA1F,21,POINT (6.646913 51.4702),Chemical,organic synthesis,341,341,100,chemical-PEA,441936.00000000006,0,0,0,0,0,0,0,0,0,0,2783654.6099999994,0,Chemical,3382109.6099999994,156518.99999999997
294,Evonik Operations GmbH - Wesseling,DEA27,8,POINT (6.976372 50.832973),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
295,ARLANXEO Deutschland GmbH - Leverkusen,DEA24,12,POINT (6.985417 51.015535),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
296,Basell Polyolefine GmbH - Münchsmünster,DE21J,-1,POINT (11.703746 48.755501),Chemical,cracker,153.646,153.646,100,chemical-olefins,163127.49465999997,0,0,0,0,0,0,0,0,0,9299390.347879998,0,0,Chemical,9611093.524539998,148575.682
297,Basell Polyolefine GmbH - Münchsmünster,DE21J,-1,POINT (11.703746 48.755501),Chemical,polymers,166.354,166.354,100,chemical-PE,81896.07420000002,0,0,0,0,0,0,993.1333800000001,0,0,0,48322.50992000001,0,Chemical,133873.38150000002,2661.6640000000007
298,Evonik Operations GmbH - Marl,DEA36,10,POINT (7.09492 51.678794),Chemical,cracker,1299.074,1299.074,100,chemical-olefins,1379239.8565399998,0,0,0,0,0,0,0,0,0,78626168.05372,0,0,Chemical,81261612.46825999,1256204.5580000002
299,Evonik Operations GmbH - Marl,DEA36,10,POINT (7.09492 51.678794),Chemical,organic synthesis,1294.406,1294.406,100,chemical-PEA,1677550.176,0,0,0,0,0,0,0,0,0,0,10566508.003259998,0,Chemical,12838190.533259997,594132.3539999999
300,Evonik Operations GmbH - Marl,DEA36,10,POINT (7.09492 51.678794),Chemical,polymers,1406.52,1406.52,100,chemical-PE,692429.796,0,0,0,0,0,0,8396.9244,0,0,0,408565.92960000003,0,Chemical,1131896.97,22504.32
301,VYNOVA Wilhelmshaven GmbH - Wilhelmshaven,DE945,-1,POINT (8.058557 53.622862),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
302,VESTOLIT GmbH - Marl,DEA36,10,POINT (7.10032 51.68154),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
303,VESTOLIT GmbH - Marl,DEA36,10,POINT (7.10032 51.68154),Chemical,polymers,47.165769,47.165769,100,chemical-PE,23219.708078699998,0,0,0,0,0,0,281.57964093,0,0,0,13700.71257912,0,Chemical,37956.65260275,754.652304
304,Perstorp Chemicals GmbH - Arnsberg,DEA57,-1,POINT (8.029974 51.42284),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,46250.96483410001,0,0,0,0,0,0,0,0,0,2636623.4389538,0,0,Chemical,2724999.5443579,42125.14057
305,Perstorp Chemicals GmbH - Arnsberg,DEA57,-1,POINT (8.029974 51.42284),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
306,Perstorp Chemicals GmbH - Arnsberg,DEA57,-1,POINT (8.029974 51.42284),Chemical,polymers,47.165769,47.165769,100,chemical-PE,23219.708078699998,0,0,0,0,0,0,281.57964093,0,0,0,13700.71257912,0,Chemical,37956.65260275,754.652304
307,Prefere Paraform GmbH & Co. KG - Mainz,DEB35,-1,POINT (8.234643 50.018409),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
308,Hexion GmbH - Duisburg,DEA12,21,POINT (6.797633 51.472754),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
309,Evonik Operations GmbH - Herne,DEA55,-1,POINT (7.184226 51.514028),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,46250.96483410001,0,0,0,0,0,0,0,0,0,2636623.4389538,0,0,Chemical,2724999.5443579,42125.14057
310,Evonik Operations GmbH - Herne,DEA55,-1,POINT (7.184226 51.514028),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
311,Evonik Operations GmbH - Herne,DEA55,-1,POINT (7.184226 51.514028),Chemical,polymers,47.165769,47.165769,100,chemical-PE,23219.708078699998,0,0,0,0,0,0,281.57964093,0,0,0,13700.71257912,0,Chemical,37956.65260275,754.652304
312,Cerdia Produktions GmbH - Freiburg,DE131,-1,POINT (7.844156 48.020162),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
313,Rain Carbon Germany GmbH - Castrop-Rauxel,DEA36,-1,POINT (7.297955 51.574178),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,46250.96483410001,0,0,0,0,0,0,0,0,0,2636623.4389538,0,0,Chemical,2724999.5443579,42125.14057
314,Rain Carbon Germany GmbH - Castrop-Rauxel,DEA36,-1,POINT (7.297955 51.574178),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
315,Rain Carbon Germany GmbH - Castrop-Rauxel,DEA36,-1,POINT (7.297955 51.574178),Chemical,polymers,47.165769,47.165769,100,chemical-PE,23219.708078699998,0,0,0,0,0,0,281.57964093,0,0,0,13700.71257912,0,Chemical,37956.65260275,754.652304
316,INEOS Phenol GmbH - Gladbeck,DEA36,-1,POINT (6.969231 51.597168),Chemical,organic synthesis,1050,1050,100,chemical-PEA,1360800,0,0,0,0,0,0,0,0,0,0,8571370.5,0,Chemical,10414120.5,481950
317,Celanese Production Germany GmbH & Co. KG - Frankfurt am Main,DE712,-1,POINT (8.534681 50.091051),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
318,DOMO Caproleuna GmbH - Leuna,DEE0B,11,POINT (12.012956 51.325326),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
319,Huntsman Products GmbH - Moers,DEA1F,21,POINT (6.646913 51.4702),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,46250.96483410001,0,0,0,0,0,0,0,0,0,2636623.4389538,0,0,Chemical,2724999.5443579,42125.14057
320,Huntsman Products GmbH - Moers,DEA1F,21,POINT (6.646913 51.4702),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
321,Huntsman Products GmbH - Moers,DEA1F,21,POINT (6.646913 51.4702),Chemical,polymers,47.165769,47.165769,100,chemical-PE,23219.708078699998,0,0,0,0,0,0,281.57964093,0,0,0,13700.71257912,0,Chemical,37956.65260275,754.652304
322,INOVYN Deutschland GmbH - Rheinberg,DEA1F,-1,POINT (6.577616 51.561322),Chemical,polymers,320,320,100,chemical-PE,157536,0,0,0,0,0,0,1910.3999999999999,0,0,0,92953.6,0,Chemical,257520,5120
323,Radici Chimica Deutschland GmbH - Elsteraue OT Tröglitz,DEE08,-1,POINT (12.192163 51.068558),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
324,Dow Deutschland Anlagengesellschaft mbH - Stade,DE939,-1,POINT (9.486762 53.634628),Chemical,polymers,1500,1500,100,chemical-PE,738450,0,0,0,0,0,0,8955,0,0,0,435720,0,Chemical,1207125,24000
325,Blue Cube Germany Assets GmbH & Co.KG - Stade,DE939,-1,POINT (9.507866 53.65192),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
326,Borealis Agrolinz Melamine Deutschland GmbH - Lutherstadt Wittenberg,DEE0E,-1,POINT (12.590988 51.876104),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
327,Covestro Deutschland AG - Krefeld-Uerdingen,DEA14,-1,POINT (6.663324 51.369158),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
328,Covestro Deutschland AG - Brunsbüttel,DEF05,-1,POINT (9.184951 53.901848),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,46250.96483410001,0,0,0,0,0,0,0,0,0,2636623.4389538,0,0,Chemical,2724999.5443579,42125.14057
329,Covestro Deutschland AG - Brunsbüttel,DEF05,-1,POINT (9.184951 53.901848),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
330,Covestro Deutschland AG - Brunsbüttel,DEF05,-1,POINT (9.184951 53.901848),Chemical,polymers,47.165769,47.165769,100,chemical-PE,23219.708078699998,0,0,0,0,0,0,281.57964093,0,0,0,13700.71257912,0,Chemical,37956.65260275,754.652304
331,INEOS Manufacturing Deutschland GmbH - Köln,DEA23,12,POINT (6.846024 51.067056),Chemical,cracker,1503.33,1503.33,100,chemical-olefins,1596100.4943,0,0,0,0,0,0,0,0,0,90988717.5174,0,0,Chemical,94038538.12169999,1453720.1099999999
332,INEOS Manufacturing Deutschland GmbH - Köln,DEA23,12,POINT (6.846024 51.067056),Chemical,organic synthesis,1013,1013,100,chemical-PEA,1312848,0,0,0,0,0,0,0,0,0,0,8269331.7299999995,0,Chemical,10047146.73,464967
333,INEOS Manufacturing Deutschland GmbH - Köln,DEA23,12,POINT (6.846024 51.067056),Chemical,polymers,1627.67,1627.67,100,chemical-PE,801301.9410000001,0,0,0,0,0,0,9717.1899,0,0,0,472805.58160000003,0,Chemical,1309867.4325,26042.72
334,Covestro Deutschland AG - Dormagen,DEA23,-1,POINT (6.837902 51.07734),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,46250.96483410001,0,0,0,0,0,0,0,0,0,2636623.4389538,0,0,Chemical,2724999.5443579,42125.14057
335,Covestro Deutschland AG - Dormagen,DEA23,-1,POINT (6.837902 51.07734),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
336,Covestro Deutschland AG - Dormagen,DEA23,-1,POINT (6.837902 51.07734),Chemical,polymers,47.165769,47.165769,100,chemical-PE,23219.708078699998,0,0,0,0,0,0,281.57964093,0,0,0,13700.71257912,0,Chemical,37956.65260275,754.652304
337,KLK Emmerich GmbH - Emmerich am Rhein,DEA1B,-1,POINT (6.23611 51.83342),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,46250.96483410001,0,0,0,0,0,0,0,0,0,2636623.4389538,0,0,Chemical,2724999.5443579,42125.14057
338,KLK Emmerich GmbH - Emmerich am Rhein,DEA1B,-1,POINT (6.23611 51.83342),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
339,KLK Emmerich GmbH - Emmerich am Rhein,DEA1B,-1,POINT (6.23611 51.83342),Chemical,polymers,47.165769,47.165769,100,chemical-PE,23219.708078699998,0,0,0,0,0,0,281.57964093,0,0,0,13700.71257912,0,Chemical,37956.65260275,754.652304
340,Oleon GmbH - Emmerich am Rhein,DEA1B,-1,POINT (6.255184 51.831873),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,46250.96483410001,0,0,0,0,0,0,0,0,0,2636623.4389538,0,0,Chemical,2724999.5443579,42125.14057
341,Oleon GmbH - Emmerich am Rhein,DEA1B,-1,POINT (6.255184 51.831873),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
342,Oleon GmbH - Emmerich am Rhein,DEA1B,-1,POINT (6.255184 51.831873),Chemical,polymers,47.165769,47.165769,100,chemical-PE,23219.708078699998,0,0,0,0,0,0,281.57964093,0,0,0,13700.71257912,0,Chemical,37956.65260275,754.652304
343,INEOS Solvents Marl GmbH - Marl,DEA36,10,POINT (7.09492 51.678794),Chemical,organic synthesis,260,260,100,chemical-PEA,336960.00000000006,0,0,0,0,0,0,0,0,0,0,2122434.6,0,Chemical,2578734.6,119339.99999999999
344,YARA Brunsbüttel GmbH - Büttel,DEF0E,-1,POINT (9.228477 53.899271),Chemical,fertilisers,800,800,100,fertiliser-ammonia,1661448,0,0,0,0,0,0,0,0,0,0,22663311.999999996,0,Fertilisers,25718359.999999996,1393600
345,YARA Brunsbüttel GmbH - Büttel,DEF0E,-1,POINT (9.228477 53.899271),Chemical,fertilisers,0,0,100,fertiliser-nitric-acid,0,0,0,0,0,0,0,0,0,0,0,0,0,Fertilisers,0,0
346,YARA Brunsbüttel GmbH - Büttel,DEF0E,-1,POINT (9.228477 53.899271),Chemical,fertilisers,0,0,100,fertiliser-urea,0,0,0,0,0,0,0,0,0,0,0,0,0,Fertilisers,0,0
348,Trinseo Deutschland GmbH - Böhlen,DED52,-1,POINT (12.387038 51.200695),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
349,Oxxynova GmbH - Steyerberg,DE927,-1,POINT (9.033287 52.596572),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
350,Sasol Germany GmbH - Brunsbüttel,DEF05,-1,POINT (9.162448 53.914323),Chemical,cracker,43.56271,43.56271,100,chemical-olefins,46250.96483410001,0,0,0,0,0,0,0,0,0,2636623.4389538,0,0,Chemical,2724999.5443579,42125.14057
351,Sasol Germany GmbH - Brunsbüttel,DEF05,-1,POINT (9.162448 53.914323),Chemical,organic synthesis,43.406178,43.406178,100,chemical-PEA,56254.406687999995,0,0,0,0,0,0,0,0,0,0,354333.74631137995,0,Chemical,430511.58870137995,19923.435701999995
352,Sasol Germany GmbH - Brunsbüttel,DEF05,-1,POINT (9.162448 53.914323),Chemical,polymers,47.165769,47.165769,100,chemical-PE,23219.708078699998,0,0,0,0,0,0,281.57964093,0,0,0,13700.71257912,0,Chemical,37956.65260275,754.652304
353,Basell Polyolefine GmbH - Wesseling,DEA27,8,POINT (6.966982 50.833066),Chemical,cracker,1056.316,1056.316,100,chemical-olefins,1121501.26036,0,0,0,0,0,0,0,0,0,63933293.51048,0,0,Chemical,66076252.34284,1021457.5720000002
354,Basell Polyolefine GmbH - Wesseling,DEA27,8,POINT (6.966982 50.833066),Chemical,polymers,1143.684,1143.684,100,chemical-PE,563035.6332,0,0,0,0,0,0,6827.793479999999,0,0,0,332217.32832000003,0,Chemical,920379.6990000001,18298.944
355,Performance Polyamides GmbH - Freiburg,DE131,-1,POINT (7.844156 48.020162),Chemical,polymers,47.165769,47.165769,100,chemical-PE,23219.708078699998,0,0,0,0,0,0,281.57964093,0,0,0,13700.71257912,0,Chemical,37956.65260275,754.652304
356,Basell Polyolefine GmbH - Frankfurt am Main,DE712,-1,POINT (8.534681 50.091051),Chemical,cracker,400,400,100,chemical-olefins,424683.99999999994,0,0,0,0,0,0,0,0,0,24209912,0,0,Chemical,25021396,386800
357,Basell Polyolefine GmbH - Frankfurt am Main,DE712,-1,POINT (8.534681 50.091051),Chemical,polymers,47.165769,47.165769,100,chemical-PE,23219.708078699998,0,0,0,0,0,0,281.57964093,0,0,0,13700.71257912,0,Chemical,37956.65260275,754.652304
358,BASF Polyurethanes GmbH - Lemförde,DE922,-1,POINT (8.38521 52.459218),Chemical,polymers,47.165769,47.165769,100,chemical-PE,23219.708078699998,0,0,0,0,0,0,281.57964093,0,0,0,13700.71257912,0,Chemical,37956.65260275,754.652304
359,Xentrys Leuna GmbH - Leuna,DEE0B,11,POINT (12.012912 51.32532),Chemical,polymers,47.165769,47.165769,100,chemical-PE,23219.708078699998,0,0,0,0,0,0,281.57964093,0,0,0,13700.71257912,0,Chemical,37956.65260275,754.652304
