,site_name,nuts3_code,cluster,geometry,aidres_sector_name,production_route_name,prod_cap,prod_rate,utilization_rate,product_name,electricity_[gj/t] ton,alternative_fuel_mixture_[gj/t] ton,biomass_[gj/t] ton,biomass_waste_[gj/t] ton,coal_[gj/t] ton,coke_[gj/t] ton,crude_oil_[gj/t] ton,hydrogen_[gj/t] ton,methanol_[gj/t] ton,ammonia_[gj/t] ton,naphtha_[gj/t] ton,natural_gas_[gj/t] ton,plastic_mix_[gj/t] ton,sector_name,total_energy,Direct CO2 emissions (t)
0,Schretter & Cie GmbH & Co KG - Vils,AT331,-1,POINT (10.637497 47.551837),Cement,Cement,,330.05275575,100,cement,95401.74904953751,244001.73132361576,0,146369.6837823732,379947.490942239,0,0,0,0,0,0,0,0,Cement,1030146.3369573005,164425.68185953502
1,Zementwerk Leube Gesellschaft m.b.H. - St. Leonhard,AT323,-1,POINT (13.041891 47.727164),Cement,Cement,,478.2881936,100,cement,138249.20236008,353589.3740528016,0,212108.18705328894,550591.9764028993,0,0,0,0,0,0,0,0,Cement,1492812.3521567178,238273.61228764802
2,Baumit GmbH - Waldegg,AT122,-1,POINT (16.085401 47.87368),Cement,Cement,,449.0229585,100,cement,129790.08615442501,331954.1417828385,0,199129.8278886456,516902.6571823621,0,0,0,0,0,0,0,0,Cement,1401470.9704738013,223694.25746553004
3,Zementwerk Hatschek GmbH - Gmunden,AT315,-1,POINT (13.77487 47.920432),Cement,Cement,,505.0912255,100,cement,145996.61873077502,373404.3462788655,0,223994.62410089682,581446.876241286,0,0,0,0,0,0,0,0,Cement,1576468.8120714133,251626.34671959004
4,w&p Zement GmbH - Klein St. Paul,AT213,-1,POINT (14.533187 46.847807),Cement,Cement,,673.7515518,100,cement,194747.88604779003,498091.72096625576,0,298791.02618233254,775603.9213887097,0,0,0,0,0,0,0,0,Cement,2102884.102660812,335649.54807572404
5,w&p Zement GmbH - Peggau,AT221,-1,POINT (15.344571 47.214886),Cement,Cement,,0,100,cement,0,0,0,0,0,0,0,0,0,0,0,0,0,Cement,0,0
6,Lafarge Zementwerke GmbH - Retznei,AT225,-1,POINT (15.572523 46.735433),Cement,Cement,,499.8248793,100,cement,144474.38136166503,369511.0365937833,0,221659.1385927365,575384.4059535397,0,0,0,0,0,0,0,0,Cement,1560031.7208713985,249002.75836967403
7,Lafarge Zementwerke GmbH - Mannersdorf,AT127,-1,POINT (16.602681 47.982112),Cement,Cement,,931.584808,100,cement,269274.5887524,688702.9484430479,0,413133.26850906876,1072414.346594976,0,0,0,0,0,0,0,0,Cement,2907622.0719489325,464096.91964944004
8,Kirchdorfer Zementwerk Hofmann GmbH - Kirchdorf an der Krems,AT314,-1,POINT (14.117176 47.907331),Cement,Cement,,346.038737,100,cement,100022.49692985002,255819.86352809702,0,153459.04443684322,398350.10494976403,0,0,0,0,0,0,0,0,Cement,1080041.0878432144,172389.57799866004
9,"COMPAGNIE DES CIMENTS BELGES, C.C.B. - Gaurain",BE328,-1,POINT (3.492067 50.598576),Cement,Cement,,1859.937161,100,cement,537614.8363870501,1375016.204321241,0,824833.0285624497,2141107.581502692,0,0,0,0,0,0,0,0,Cement,5805155.145640412,926583.4948669801
10,Holcim - Obourg,BE323,-1,POINT (3.99292 50.4734),Cement,Cement,,1374.354646,100,cement,397257.21042630007,1016034.277049526,0,609490.0025383456,1582118.586545112,0,0,0,0,0,0,0,0,Cement,4289576.074103564,684675.9975442801
11,Cimenteries CBR Cementbedrijven - Antoing,BE328,-1,POINT (3.44447 50.573797),Cement,Cement,,756.2343723,100,cement,218589.54531331503,559069.7029883163,0,335369.9795276213,870555.8348293357,0,0,0,0,0,0,0,0,Cement,2360325.9022510024,376740.83959241403
12,Cimenteries CBR Cementbedrijven - Visé,BE332,-1,POINT (5.675046 50.761065),Cement,Cement,,1547.5087,100,cement,447307.3897350001,1144043.7792447,0,686279.2542203201,1781448.6851964002,0,0,0,0,0,0,0,0,Cement,4830016.992562421,770937.8841660001
13,Holcim Bulgaria S.A - Beli Izvor,BG313,-1,POINT (23.461547 43.276525),Cement,Cement,,619.3606435,100,cement,179026.19400367502,457881.5558873235,0,274670.09427126165,712990.6306991822,0,0,0,0,0,0,0,0,Cement,1933121.5602402724,308553.0853788301
14,Zlatna Panega Cement AD - Zlatna Panega,BG315,-1,POINT (24.150494 43.091879),Cement,Cement,,748.1350924,100,cement,216248.44845822,553082.0592445644,0,331778.1627129606,861232.1705882928,0,0,0,0,0,0,0,0,Cement,2335046.78133587,372705.94033183204
15,Devnya Cement - Devnia,BG331,-1,POINT (27.593325 43.229797),Cement,Cement,,1092.219212,100,cement,315705.9632286,807456.911266572,0,484370.3859348032,1257332.174716464,0,0,0,0,0,0,0,0,Cement,3408987.202180599,544121.76703416
16,Vassiliko Cement Works Public Company Ltd - Larnaca,CY000,-1,POINT (33.3164 34.7217),Cement,Cement,,1983.708325,100,cement,573390.89134125,1466517.874214325,0,879722.2722377201,2283589.4799069003,0,0,0,0,0,0,0,0,Cement,6191464.331048695,988243.8133485
17,"Lafarge Cement, a.s. - Čížkovice",CZ042,-1,POINT (14.0413 50.488667),Cement,Cement,,662.224986,100,cement,191416.13220330002,489570.3498750659,0,293679.2985513696,762334.861583592,0,0,0,0,0,0,0,0,Cement,2066907.8857388075,329907.24352548
18,"Českomoravský cement, a.s. - Mokrá",CZ064,-1,POINT (16.765096 49.213814),Cement,Cement,,1070.033747,100,cement,309293.25457035005,791055.6185159069,0,474531.7179035792,1231792.888601484,0,0,0,0,0,0,0,0,Cement,3339742.8916717805,533069.4120804601
19,"Českomoravský cement, a.s. - Praha 5 - Radotín",CZ010,-1,POINT (14.340112 49.994534),Cement,Cement,,747.5435011,100,cement,216077.448992955,552644.7070367091,0,331515.80758942093,860551.1472482892,0,0,0,0,0,0,0,0,Cement,2333200.3322453722,372411.221377998
20,"CEMEX Czech Republic, s.r.o. - Prachovice",CZ053,-1,POINT (15.628721 49.893795),Cement,Cement,,887.0912229,100,cement,256413.71797924506,655809.686356735,0,393401.5381478655,1021194.577248239,0,0,0,0,0,0,0,0,Cement,2768750.625156407,441931.1054243221
21,"Cement Hranice, a. s. - Hranice I-Město",CZ071,-1,POINT (17.761382 49.561458),Cement,Cement,,902.3306159,100,cement,260818.66452589503,667075.8800531679,0,400159.80662339024,1038737.7397668349,0,0,0,0,0,0,0,0,Cement,2816315.1571983504,449523.06622906204
22,SCHWENK Zement KG - Bernburg,DEE0C,-1,POINT (11.747863 51.81257),Cement,Cement,,1052.847624,100,cement,304325.60571720003,778350.2443183439,0,466910.12606672646,1212008.7050153282,0,0,0,0,0,0,0,0,Cement,3286102.310441919,524507.6293243201
23,Dyckerhoff GmbH - Wiesbaden,DE714,-1,POINT (8.254057 50.030429),Cement,Cement,,295.5460213,100,cement,85427.57745676501,218491.5581726853,0,131066.85803158769,340224.3044319636,0,0,0,0,0,0,0,0,Cement,922445.4149842355,147235.116891234
24,Dyckerhoff GmbH - Göllheim,DEB3D,-1,POINT (8.035547 49.599637),Cement,Cement,,1072.98145,100,cement,310145.2881225,793234.79933745,0,475838.94636472,1235186.2017594,0,0,0,0,0,0,0,0,Cement,3348943.13434507,534537.898761
25,Dyckerhoff GmbH - Lengerich,DEA37,-1,POINT (7.884207 52.173905),Cement,Cement,,1619.3322279,100,cement,468067.98047449504,1197141.5487741397,0,718131.0927028335,1864129.919456099,0,0,0,0,0,0,0,0,Cement,5054189.47070279,806718.929295222
26,Dyckerhoff GmbH - Geseke,DEA5B,-1,POINT (8.504413 51.622047),Cement,Cement,,421.454013,100,cement,121821.28245765,311572.94418465294,0,186903.72837955682,485166.059053236,0,0,0,0,0,0,0,0,Cement,1315423.9742714358,209959.96019634002
27,Spenner GmbH & Co. KG - Erwitte,DEA5B,-1,POINT (8.339888 51.597071),Cement,Cement,,925.9268283,100,cement,267639.149720115,684520.1115524522,0,410624.1038827829,1065901.0387877678,0,0,0,0,0,0,0,0,Cement,2889962.631265612,461278.227322494
28,HeidelbergCement AG - Burglengenfeld,DE239,-1,POINT (12.029464 49.211637),Cement,Cement,,1339.178625,100,cement,387089.58155625005,990029.313068625,0,593890.3658718,1541624.9360985,0,0,0,0,0,0,0,0,Cement,4179786.2039976753,667152.0074025001
29,Märker Zement GmbH - Harburg,DE27D,-1,POINT (10.6975 48.77674),Cement,Cement,,953.7489749,100,cement,275681.141194845,705088.4959130469,0,422962.49139521265,1097929.114933583,0,0,0,0,0,0,0,0,Cement,2976799.9077523695,475138.6643156821
30,HeidelbergCement AG - Niedersachsen,DE929,-1,POINT (9.87191 52.37446),Cement,Cement,,904.9998761,100,cement,261590.21418670507,669049.2134030841,0,401343.553053621,1041810.5173697893,0,0,0,0,0,0,0,0,Cement,2824646.3362886976,450852.83827549807
31,Holcim (Süddeutschland) GmbH - Dotternhausen,DE143,-1,POINT (8.779471 48.229225),Cement,Cement,,1124.7811881,100,cement,325118.00242030504,831529.3615197561,0,498810.7626989842,1294816.6098674533,0,0,0,0,0,0,0,0,Cement,3510618.2287941566,560343.492287658
32,Dyckerhoff GmbH - Deuna,DEG06,-1,POINT (10.48521 51.361208),Cement,Cement,,1627.375109,100,cement,470392.77525645006,1203087.497956629,0,721697.8981386225,1873388.6589777484,0,0,0,0,0,0,0,0,Cement,5079292.56213107,810725.7318016201
33,Südbayerisches Portland-Zementwerk Gebr. Wiesböck & Co. GmbH - Rohrdorf,DE21K,-1,POINT (12.182351 47.792876),Cement,Cement,,1247.048921,100,cement,360459.4906150501,921919.573365801,0,553033.2743719856,1435567.8004854121,0,0,0,0,0,0,0,0,Cement,3892234.9703020286,621254.83146378
34,Portland Zementwerke Seibel und Söhne GmbH & Co. KG - Erwitte,DEA5B,-1,POINT (8.351081 51.599247),Cement,Cement,,513.4890618,100,cement,148424.01331329,379612.7070965657,0,227718.84279706847,591114.2302504296,0,0,0,0,0,0,0,0,Cement,1602679.7742648777,255809.980807524
35,Zement- und Kalkwerke Otterbein GmbH & Co. KG - Großenlüder,DE732,-1,POINT (9.54095 50.589557),Cement,Cement,,210.2326333,100,cement,60767.74265536501,155420.99137865732,0,93232.62272703089,242013.9209412276,0,0,0,0,0,0,0,0,Cement,656168.9709596748,104733.69325739401
36,Holcim (Deutschland) GmbH - Lägerdorf,DEF0E,-1,POINT (9.58006 53.87724),Cement,Cement,,1702.059573,100,cement,491980.3195756501,1258300.303187013,0,754818.4862527729,1959363.3227695562,0,0,0,0,0,0,0,0,Cement,5312394.469862132,847932.0380771401
37,Holcim (Deutschland) GmbH - Sehnde,DE929,-1,POINT (9.889402 52.351891),Cement,Cement,,978.1639498,100,cement,282738.28968969005,723138.0229720938,0,433789.88820802525,1126034.9504191657,0,0,0,0,0,0,0,0,Cement,3053002.8678003387,487301.71651136404
38,Solnhofer Portland - Zementwerke GmbH & Co. KG - Solnhofen,DE25C,-1,POINT (10.997923 48.884445),Cement,Cement,,483.5679491,100,cement,139775.31568735503,357492.59697859705,0,214449.61923199377,556669.8831013453,0,0,0,0,0,0,0,0,Cement,1509291.2958819293,240903.88088263804
39,Portlandzementwerk Wotan H. Schneider K.G. - Üxheim,DEB24,-1,POINT (6.766904 50.335312),Cement,Cement,,269.0936059,100,cement,77781.50678539502,198935.7900633579,0,119335.91014545425,309773.02449111483,0,0,0,0,0,0,0,0,Cement,839883.2840725841,134057.052587262
40,Holcim WestZement GmbH - Beckum,DEA38,-1,POINT (8.05561 51.76442),Cement,Cement,,859.5778869,100,cement,248460.988208445,635469.5998053188,0,381200.0999839358,989521.9952184468,0,0,0,0,0,0,0,0,Cement,2682877.1949119885,428224.511695842
41,SCHWENK Zement KG - Allmendingen,DE145,-1,POINT (9.730904 48.3319),Cement,Cement,,995.1560308,100,cement,287649.85070274,735699.9456058549,0,441325.4275405869,1145595.7582880978,0,0,0,0,0,0,0,0,Cement,3106037.8135612234,495766.8314239441
42,CEMEX Zement GmbH - Rüdersdorf,DE409,-1,POINT (13.837158 52.489887),Cement,Cement,,1894.091701,100,cement,547487.20617405,1400266.006806981,0,839979.6653725937,2180425.3316235724,0,0,0,0,0,0,0,0,Cement,5911756.813581376,943598.6036041802
43,SCHWENK Zement KG - Heidenheim,DE11C,-1,POINT (10.162482 48.655502),Cement,Cement,,842.8535996,100,cement,243626.83296438004,623105.6519658876,0,373783.3200875706,970269.4639587313,0,0,0,0,0,0,0,0,Cement,2630678.075225298,419892.8062487281
44,OPTERRA Zement GmbH - Karsdorf,DEE08,-1,POINT (11.65667 51.275396),Cement,Cement,,1423.027627,100,cement,411326.13558435004,1052017.287116187,0,631075.1846451473,1638149.559428844,0,0,0,0,0,0,0,0,Cement,4441492.069993388,708923.9032188602
45,SCHWENK Zement KG - Karlstadt,DE26A,-1,POINT (9.766861 49.957583),Cement,Cement,,938.0031797,100,cement,271129.81909228506,693447.9286917957,0,415979.64691300597,1079802.9963816083,0,0,0,0,0,0,0,0,Cement,2927654.8151416406,467294.42406294605
46,OPTERRA Wössingen GmbH - Walzbachtal,DE123,-1,POINT (8.616721 49.01499),Cement,Cement,,737.1275495,100,cement,213066.71818297502,544944.3919219094,0,326896.6080359432,848560.5954130141,0,0,0,0,0,0,0,0,Cement,2300690.516163752,367222.20260991005
47,Portlandzementwerk Wittekind Hugo Miebach Söhne KG - Erwitte,DEA5B,-1,POINT (8.336797 51.596461),Cement,Cement,,858.3339675,100,cement,248101.43330587502,634549.9938273674,0,380648.45456950803,988090.03003491,0,0,0,0,0,0,0,0,Cement,2678994.7276668106,427604.81592915003
48,HeidelbergCement AG - Ennigerloh,DEA38,-1,POINT (8.028779 51.856244),Cement,Cement,,755.8447108,100,cement,218476.91365674004,558781.6336449347,0,335197.17493943486,870107.2674210577,0,0,0,0,0,0,0,0,Cement,2359109.7076885113,376546.7180263441
49,HeidelbergCement AG - Geseke,DEA5B,-1,POINT (8.51271 51.61221),Cement,Cement,,1037.384215,100,cement,299855.90734575,766918.439849415,0,460052.51240922406,1194207.6615499803,0,0,0,0,0,0,0,0,Cement,3237838.5893830694,516804.0682287001
50,HeidelbergCement AG - Paderborn,DEA47,-1,POINT (8.750387 51.69637),Cement,Cement,,377.8612243,100,cement,109220.78688391502,279345.6237617283,0,167571.47744072851,434983.26129987964,0,0,0,0,0,0,0,0,Cement,1179364.0541080255,188242.90472177404
51,HeidelbergCement AG - Triefenstein,DE26A,-1,POINT (9.612773 49.807073),Cement,Cement,,1035.853177,100,cement,299413.36081185,765786.5725457369,0,459373.5374756272,1192445.173473444,0,0,0,0,0,0,0,0,Cement,3233059.980024518,516041.3357178601
52,HeidelbergCement AG - Leimen,DE128,-1,POINT (8.689008 49.357573),Cement,Cement,,774.717658,100,cement,223932.13904490002,572734.044923898,0,343566.8287768288,891833.275795176,0,0,0,0,0,0,0,0,Cement,2418015.131403243,385948.8428624401
53,Phoenix Zementwerke Krogbeumker GmbH & Co. KG - Beckum,DEA38,-1,POINT (8.072751 51.76022),Cement,Cement,,421.8823251,100,cement,121945.08607015501,311889.5871822531,0,187093.67348846738,485659.1199500172,0,0,0,0,0,0,0,0,Cement,1316760.8034092109,210173.33671831805
54,thomas zement GmbH & Co. KG - Erwitte,DEA5B,-1,POINT (8.340336 51.606159),Cement,Cement,,594.5394426,100,cement,171851.62588353004,439531.7136647706,0,263662.54695181537,684417.1592167274,0,0,0,0,0,0,0,0,Cement,1855650.7052313113,296187.65951446805
55,HeidelbergCement AG - Schelklingen,DE145,-1,POINT (9.736454 48.371491),Cement,Cement,,1184.700715,100,cement,342437.74167075,875826.7292859149,0,525383.491003624,1363794.29148798,0,0,0,0,0,0,0,0,Cement,3697636.4556469694,590194.2021987
56,Aalborg Portland A/S - Aalborg,DK050,-1,POINT (9.972494 57.062344),Cement,Cement,,3435.951493,100,cement,993161.7790516501,2540133.655696533,0,1523753.778026085,3955371.152099796,0,0,0,0,0,0,0,0,Cement,10724142.679656805,1711722.3147827403
57,AS Kunda Nordic Tsement - Kunda,EE009,-1,POINT (26.527738 59.498865),Cement,Cement,,783.2105433,100,cement,226387.00754086502,579012.6736613674,0,347333.1991952069,901610.0475517476,0,0,0,0,0,0,0,0,Cement,2444522.756410381,390179.82846119406
58,"LafargeHolcim España, S.A.U. - Carboneras (Almería)",ES611,-1,POINT (-1.902141 36.967113),Cement,Cement,,1126.532693,100,cement,325624.27491165005,832824.215813733,0,499587.5088824048,1296832.8932661961,0,0,0,0,0,0,0,0,Cement,3516084.949872724,561216.0569987401
59,"Cemex España Operaciones, S.L.U. - Gádor (Almería)",ES611,-1,POINT (-2.49195 36.952911),Cement,Cement,,434.0738396,100,cement,125469.04333638001,320902.5422133276,0,192500.28831323457,499693.65008001117,0,0,0,0,0,0,0,0,Cement,1354812.4293548814,216246.90541192802
60,"CEMENTOS COSMOS, S.A. - Córdoba (Córdoba)",ES613,-1,POINT (-4.762287 37.901801),Cement,Cement,,425.4338452,100,cement,122971.65295506001,314515.15851330117,0,188668.67889268673,489747.53044657444,0,0,0,0,0,0,0,0,Cement,1327845.6538093584,211942.63300173602
61,"CEMENTOS COSMOS, S.A. - Niebla (Huelva)",ES615,-1,POINT (-6.672133 37.362142),Cement,Cement,,596.8805667,100,cement,172528.32780463505,441262.46223054273,0,264700.77368448913,687112.1957291726,0,0,0,0,0,0,0,0,Cement,1862957.7201674455,297353.9607186061
62,"Sociedad Financiera y Minera, S.A - Málaga (Málaga)",ES617,-1,POINT (-4.369561 36.722894),Cement,Cement,,1203.286937,100,cement,347810.08913985005,889567.170072297,0,533625.9897843632,1385190.2298401643,0,0,0,0,0,0,0,0,Cement,3755646.9651113343,599453.4862746601
63,"Cemex España Operaciones, S.L.U. - Morata de Jalón (Zaragoza)",ES243,-1,POINT (-1.4873 41.475),Cement,Cement,,587.316901,100,cement,169763.95023405002,434192.225888181,0,260459.54042731365,676102.7715579721,0,0,0,0,0,0,0,0,Cement,1833108.021847697,292589.5337401801
64,Cementos Tudela Veguín SA - Aboño-Carreño (Asturias),ES120,-1,POINT (-5.718301 43.564759),Cement,Cement,,944.0023103,100,cement,272863.867792215,697882.9719608942,0,418640.1029570581,1086709.0275526717,0,0,0,0,0,0,0,0,Cement,2946379.041208093,470283.07094525406
65,"CEMENTOS ALFA, S.A. - Mataporquera-Valdeolea (Cantabri",ES130,-1,POINT (-4.165406 42.870901),Cement,Cement,,541.8144555,100,cement,156611.46836227502,400553.13247649546,0,240280.40711262482,623721.6303668461,0,0,0,0,0,0,0,0,Cement,1691087.7637592317,269921.1254409901
66,"CEMENTOS COSMOS, S.A. - Toral de los Vados (León)",ES413,-1,POINT (-6.769643 42.553468),Cement,Cement,,734.7919468,100,cement,212391.61222254005,543217.7252222508,0,325860.82989840454,845871.9149816496,0,0,0,0,0,0,0,0,Cement,2293400.734381669,366058.652056824
67,"Cementos Portland Valderrivas, S.A. - Venta de Baños (Palencia)",ES414,-1,POINT (-4.466438 41.941067),Cement,Cement,,416.1466498,100,cement,120287.18912469,307649.31141079374,0,184550.0529147453,479056.37114356563,0,0,0,0,0,0,0,0,Cement,1298858.8625911586,207315.93799736403
68,Cementos Tudela Veguín SA - La Robla (León),ES413,-1,POINT (-5.620635 42.79761),Cement,Cement,,1085.903382,100,cement,313880.37256710004,802787.738148342,0,481569.4820677152,1250061.568063704,0,0,0,0,0,0,0,0,Cement,3389274.5076916213,540975.3468447601
69,"Cemex España Operaciones, S.L.U. - Castillejo-Añover (Toledo)",ES300,-1,POINT (-3.75198 39.93808),Cement,Cement,,316.8097862,100,cement,91573.86870111001,234211.4555517222,0,140496.77640134434,364702.5551994265,0,0,0,0,0,0,0,0,Cement,988812.9551427191,157828.29928911602
70,"LafargeHolcim España, S.A.U. - Villaluenga de la Sagra (Toledo)",ES425,-1,POINT (-3.904575 40.007073),Cement,Cement,,950.8785737,100,cement,274851.451727985,702966.4628435096,0,421689.54424160434,1094624.7894433765,0,0,0,0,0,0,0,0,Cement,2967840.936102342,473708.6878458661
71,"Cementos Molins Industrial,  S.A. - Sant Vicenç Dels Horts (Barcelon",ES511,-1,POINT (1.999262 41.408723),Cement,Cement,,1564.0914,100,cement,452100.6191700001,1156303.0542833998,0,693633.2438870401,1800538.2251208003,0,0,0,0,0,0,0,0,Cement,4881774.19611324,779199.053652
72,"Cemex España Operaciones, S.L.U. - Alcanar (Tarragona)",ES514,-1,POINT (0.544204 40.576151),Cement,Cement,,1149.634729,100,cement,332301.91841745004,849903.1120898491,0,509832.6519546545,1323427.3102523882,0,0,0,0,0,0,0,0,Cement,3588190.0220075618,572725.0292932201
73,"LafargeHolcim España, S.A.U. - Montcada i Reixac (Barcelona)",ES511,-1,POINT (2.184697 41.47603),Cement,Cement,,555.996872,100,cement,160710.89585160004,411037.92352903204,0,246569.9344145792,640048.0311339841,0,0,0,0,0,0,0,0,Cement,1735353.3066221555,276986.52169296006
74,"Cementos Portland Valderrivas, S.A. - Sitges (Barcelona)",ES511,-1,POINT (1.805886 41.237185),Cement,Cement,,170.7746738,100,cement,49362.41946189,126250.47162153778,0,75734.05937891168,196591.0227876936,0,0,0,0,0,0,0,0,Cement,533014.5002437171,85076.526993684
75,"Cementos Portland Valderrivas, S.A. - Sta. Margarida i Els Monjos (Bar",ES511,-1,POINT (1.661495 41.314067),Cement,Cement,,1501.329868,100,cement,433959.39834540006,1109904.646144908,0,665800.1613494848,1728288.9068052962,0,0,0,0,0,0,0,0,Cement,4685885.6262853285,747932.5136402402
76,"Cemex España Operaciones, S.L.U. - San Vicente de Raspeig (Alicante",ES521,-1,POINT (-0.540751 38.380452),Cement,Cement,,926.7424356,100,cement,267874.90101018007,685123.0745328036,0,410985.80418830016,1066839.9430745232,0,0,0,0,0,0,0,0,Cement,2892508.2693730155,461684.5465672081
77,"Cemex España Operaciones, S.L.U. - Buñol (Valencia)",ES523,-1,POINT (-0.776811 39.434612),Cement,Cement,,978.3437935,100,cement,282790.273511175,723270.9780024734,0,433869.6441411016,1126241.981450982,0,0,0,0,0,0,0,0,Cement,3053564.188151562,487391.31104583
78,"LafargeHolcim España, S.A.U. - Sagunto (Valencia)",ES523,-1,POINT (-0.248812 39.66479),Cement,Cement,,996.2303607,100,cement,287960.385760335,736494.1772886567,0,441801.86448892753,1146832.4967877404,0,0,0,0,0,0,0,0,Cement,3109390.965419186,496302.04109352606
79,"CEMENTOS COSMOS, S.A. - Oural (Lugo)",ES112,-1,POINT (-7.449883 42.716248),Cement,Cement,,219.2303433,100,cement,63368.530730865,162072.82742516728,0,97222.86957248689,252371.83275734758,0,0,0,0,0,0,0,0,Cement,684252.2329110608,109216.172425194
80,"Cemex España Operaciones, S.L.U. - Lloseta (Islas Baleares)",ES532,-1,POINT (2.868035 39.702884),Cement,Cement,,251.213349,100,cement,72613.21852845,185717.25586206897,0,111406.48824908641,289189.773395028,0,0,0,0,0,0,0,0,Cement,784076.2022394533,125149.46620482001
81,"Cementos Portland Valderrivas, S.A. - Morata de Tajuña",ES300,-1,POINT (-3.47458 40.2451),Cement,Cement,,1068.701878,100,cement,308908.2778359,790070.993069718,0,473941.0691634209,1230259.6783010163,0,0,0,0,0,0,0,0,Cement,3335585.9199520955,532405.9015820401
82,"Cementos Portland Valderrivas, S.A. - Alcala de Guadaira (Sevilla)",ES618,-1,POINT (-5.868927 37.358206),Cement,Cement,,985.1072602,100,cement,284745.25356081006,728271.0804279163,0,436869.06306703074,1134027.8949389544,0,0,0,0,0,0,0,0,Cement,3074674.0268811476,490760.7348864361
83,"Cementos Portland Valderrivas, S.A. - Olazagutía (Navarra)",ES220,-1,POINT (-2.188337 42.883724),Cement,Cement,,519.6644867,100,cement,150209.01988063502,384178.08139206265,0,230457.48070900113,598223.2064834124,0,0,0,0,0,0,0,0,Cement,1621954.2424493171,258886.45398420602
84,"Cementos Lemona, S.A. - Lemoa (Vizcaya)",ES213,0,POINT (-2.773614 43.206016),Cement,Cement,,735.5318304,100,cement,212605.47557712003,543764.7071099423,0,326188.94874207745,846723.6482652288,0,0,0,0,0,0,0,0,Cement,2295710.0269630407,366427.24726867204
85,"Sociedad Financiera y Minera, S.A - Añorga (Guipúzcoa)",ES212,-1,POINT (-1.997108 43.28525),Cement,Cement,,447.2083506,100,cement,129265.57374093002,330612.6366399186,0,198325.09719064418,514813.7313769032,0,0,0,0,0,0,0,0,Cement,1395807.295050304,222790.25610190802
86,"Sociedad Financiera y Minera, S.A - Arrigorriaga (Vizcaya)",ES213,0,POINT (-2.886018 43.207512),Cement,Cement,,526.3881195,100,cement,152152.48594147502,389148.7353720795,0,233439.2343518952,605963.2643010541,0,0,0,0,0,0,0,0,Cement,1642939.7533390138,262236.03337251005
87,A.G. CEMENTOS BALBOA S.A. - ALCONERA (Badajoz),ES431,-1,POINT (-6.482849 38.378621),Cement,Cement,,570.1615408,100,cement,164805.19336824003,421509.59404416475,0,252851.5910801229,656354.0012458178,0,0,0,0,0,0,0,0,Cement,1779563.4561340893,284043.07639574405
88,"LafargeHolcim España, S.A.U. - Jerez de la Frontera (Cádiz)",ES612,-1,POINT (-6.115514 36.666609),Cement,Cement,,674.4306986,100,cement,194944.19343033002,498593.8012917066,0,299092.209858657,776385.7361687593,0,0,0,0,0,0,0,0,Cement,2105003.826178001,335987.88542854803
89,Finnsementti Oy - Lappeenranta,FI1C5,-1,POINT (28.17613 61.03193),Cement,Cement,,547.6787033,100,cement,158306.52918886504,404888.45945432736,0,242881.04619578292,630472.3882352676,0,0,0,0,0,0,0,0,Cement,1709390.9994842373,272842.5764099941
90,Finnsementti Oy - Parainen,FI1C1,-1,POINT (22.28435 60.286259),Cement,Cement,,831.0643673,100,cement,240219.155368065,614390.0965219112,0,368555.1067982533,956698.0298334756,0,0,0,0,0,0,0,0,Cement,2593882.035023219,414019.6465015141
91,CIMENTS CALCIA - AIRVAULT,FRI33,-1,POINT (-0.13584 46.811279),Cement,Cement,,820.2607261,100,cement,237096.36287920503,606403.1698519341,0,363763.97714218096,944261.1805859894,0,0,0,0,0,0,0,0,Cement,2560162.1789878076,408637.48852849804
92,CIMENTS CALCIA - Bussac-Forêt,FRI32,-1,POINT (-0.367415 45.224485),Cement,Cement,,662.1342753,100,cement,191389.91227546503,489503.28917805926,0,293639.0707506821,762230.4379656516,0,0,0,0,0,0,0,0,Cement,2066624.763438812,329862.0532689541
93,CIMENTS CALCIA - Villiers-au-Bouin,FRB04,-1,POINT (0.329322 47.58775),Cement,Cement,,377.5240173,100,cement,109123.31720056501,279096.3330335613,0,167421.9350384933,434595.07804327563,0,0,0,0,0,0,0,0,Cement,1178311.5782544094,188074.91493851403
94,CIMENTS CALCIA - BEFFES,FRB01,-1,POINT (3.002285 47.083167),Cement,Cement,,526.1487222,100,cement,152083.28815191,388971.75349673815,0,233333.0679694339,605687.6768324183,0,0,0,0,0,0,0,0,Cement,1642192.5568760966,262116.77042559604
95,CIMENTS CALCIA - RANVILLE,FRD11,-1,POINT (-0.273681 49.22255),Cement,Cement,,450.5796325,100,cement,130240.04277412502,333104.9612942325,0,199820.171711452,518694.6567042901,0,0,0,0,0,0,0,0,Cement,1406329.5938029496,224469.76131885004
96,IMERYS ALUMINATE SA - FOS-SUR-MER,FRL04,1,POINT (4.970466 43.427585),Cement,Cement,,273.3680505,100,cement,79017.03499702501,202095.80574169048,0,121231.5134802168,314693.645430186,0,0,0,0,0,0,0,0,Cement,853224.4950472083,136186.49539809002
97,IMERYS ALUMINATE SA - MARDYCK,FRE11,2,POINT (2.256636 51.034506),Cement,Cement,,249.3537802,100,cement,72075.71016681,184342.5119800362,0,110581.81857890273,287049.0898603944,0,0,0,0,0,0,0,0,Cement,778272.1968061794,124223.06622003602
