"Power_level";"Section";"Class";"Energy"
"MV";"C";"27.40";2178660,07689628
"MV";"C";"27.90";1004601,27333617
"MV";"C";"28.4";662449,87234332
"MV";"C";"29.10";762890,94725728
"MV";"C";"29.3";2204860,59781133
"MV";"C";"30.2/30.1";795933,11041521
"MV";"C";"30.30";3325486,8303435
"MV";"C";"31.01";474811,072395266
"MV";"C";"31.03";467416,14213712
"MV";"C";"32";661159,65703742
"MV";"C";"33.12";320034,72717656
"MV";"C";"33.17/33.16/33.15";1539725,4745404
"MV";"D";"35";284043,02654411
"MV";"E";"36";452680,75926852
"MV";"E";"38";469931,2920813
"MV";"F";"41.10";418608,41529076
"MV";"F";"41.20";366368,23447855
"MV";"F";"42.11";273001,45772706
"MV";"F";"42.12";294969,25393878
"MV";"F";"42.13";778470,90953617
"MV";"F";"42.21";160101,892642584
"MV";"F";"42.22";1154192,88533626
"MV";"F";"42.91";646786,85549773
"MV";"F";"42.99";208380,57890643
"MV";"F";"43.11";282963,232644711
"MV";"F";"43.12";127380,469930709
"MV";"F";"43.21";357950,967799846
"MV";"F";"43.22";688233,38505508
"MV";"F";"43.29";1788010,23719182
"MV";"F";"43.32";148910,994843479
"MV";"F";"43.33";291762,470858561
"MV";"F";"43.34";305675,805567436
"MV";"F";"43.39";336014,20839994
"MV";"F";"43.91";295101,87488316
"MV";"F";"43.99";157449,738709289
"MV";"G";"45.11";360427,0854798
"MV";"G";"45.19";280961,228848672
"MV";"G";"45.20";129214,663086949
"MV";"G";"45.31";439875,33528968
"MV";"G";"45.32";789421,47834719
"MV";"G";"45.40";640759,3751851
"MV";"G";"46.11";448835,21703804
"MV";"G";"46.12";569286,93359538
"MV";"G";"46.13";275270,333179244
"MV";"G";"46.14";1117091,6859698
"MV";"G";"46.15";227301,937506331
"MV";"G";"46.16";623210,87463036
"MV";"G";"46.17";1429753,23640276
"MV";"G";"46.18";637334,19464865
"MV";"G";"46.19";449714,81129227
"MV";"G";"46.21";231641,624916999
"MV";"G";"46.22";626784,86410987
"MV";"G";"46.23";292529,91372802
"MV";"G";"46.24";502162,77031474
"MV";"G";"46.31";726836,42926985
"MV";"G";"46.32";623398,58950866
"MV";"G";"46.33";1318888,26982467
"MV";"G";"46.34";451121,6447735
"MV";"G";"46.35";419305,46073872
"MV";"G";"46.36";3061107,7821271
"MV";"G";"46.37";190855,81212816
"MV";"G";"46.38";634248,12519789
"MV";"G";"46.39";1033803,87100646
"MV";"G";"46.41";296993,644093792
"MV";"G";"46.42";248057,47923373
"MV";"G";"46.43";515883,07843406
"MV";"G";"46.44";205095,615886147
"MV";"G";"46.45";1347683,48796996
"MV";"G";"46.46";605859,64655324
"MV";"G";"46.47";735635,43175457
"MV";"G";"46.49";349192,24730435
"MV";"G";"46.51";1144757,2830801
"MV";"G";"46.52";714118,31174874
"MV";"G";"46.61";147323,569740737
"MV";"G";"46.62";222227,8238059
"MV";"G";"46.63";301351,785311062
"MV";"G";"46.65";1598243,68114256
"MV";"G";"46.66";540943,60104863
"MV";"G";"46.69";482884,38508065
"MV";"G";"46.71";240889,63473307
"MV";"G";"46.72";616042,72264116
"MV";"G";"46.73";256787,07703873
"MV";"G";"46.74";362912,232069633
"MV";"G";"46.75";502145,86938526
"MV";"G";"46.76";292889,706604679
"MV";"G";"46.77";992070,80856826
"MV";"G";"46.90";265604,28318321
"MV";"G";"47.11";981785,50679251
"MV";"G";"47.19";983068,51711584
"MV";"G";"47.21";1016783,12971897
"MV";"G";"47.22";201927,36275291
"MV";"G";"47.23";493291,23599671
"MV";"G";"47.24";330649,83292271
"MV";"G";"47.25";342396,62153121
"MV";"G";"47.26";3400768,9134462
"MV";"G";"47.29";549996,89950153
"MV";"G";"47.30";437427,38137604
"MV";"G";"47.41";426565,11054049
"MV";"G";"47.42";342039,25233502
"MV";"G";"47.43";458226,76453302
"MV";"G";"47.51";510744,44880325
"MV";"G";"47.52";514753,36258888
"MV";"G";"47.53";1866349,10515345
"MV";"G";"47.54";407163,25100094
"MV";"G";"47.59";452479,24555181
"MV";"G";"47.61";266004,565839629
"MV";"G";"47.62";862233,86452962
"MV";"G";"47.63";732101,54052163
"MV";"G";"47.64";437795,84574767
"MV";"G";"47.65";409316,77061527
"MV";"G";"47.71";433393,67053117
"MV";"G";"47.72";640930,63787167
"MV";"G";"47.73";733764,39832648
"MV";"G";"47.74";585484,33047845
"MV";"G";"47.75";1017904,5247699
"MV";"G";"47.76";275082,12733443
"MV";"G";"47.77";684053,00098067
"MV";"G";"47.78";343266,04983097
"MV";"G";"47.79";129523,200279309
"MV";"G";"47.81";87187,553234534
"MV";"G";"47.89";408097,12534326
"MV";"G";"47.91";917627,48870634
"MV";"G";"47.99";1829681,42905885
"MV";"H";"49.10";522868,56087931
"MV";"H";"49.20";1157999,0343629
"MV";"H";"49.31";765798,19702555
"MV";"H";"49.32";20285,022951202
"MV";"H";"49.39";221864,096265159
"MV";"H";"49.41";504561,49778631
"MV";"H";"49.42";90288,56942122
"MV";"H";"49.50";707394,23015529
"MV";"H";"50.10";1625805,48320818
"MV";"H";"50.20";1855572,2688005
"MV";"H";"50.30";1365017,3355565
"MV";"H";"50.40";84382,674023324
"MV";"H";"51.10";4038467,9677779
"MV";"H";"52.10";793536,95232752
"MV";"H";"52.21";410630,8978308
"MV";"H";"52.22";424074,10526643
"MV";"H";"52.23";4250548,851119
"MV";"H";"52.24";995928,66799588
"MV";"H";"52.29";456812,08797334
"MV";"H";"53.10";670290,90233758
"MV";"H";"53.20";1805893,2106405
"MV";"I";"55.10";577484,24643795
"MV";"I";"55.20";358756,9657665
"MV";"I";"55.30";323699,665538036
"MV";"I";"55.90";395897,67472138
"MV";"I";"56.10";448842,79477949
"MV";"I";"56.21";458957,60954488
"MV";"I";"56.29";454058,22320455
"MV";"I";"56.30";596405,05201665
"MV";"J";"58.11";799044,87494474
"MV";"J";"58.12";1910714,79316537
"MV";"J";"58.13";1166969,20567355
"MV";"J";"58.14";554601,31058722
"MV";"J";"58.19";583567,74488469
"MV";"J";"58.21";3596524,9892294
"MV";"J";"58.29";3274916,6237704
"MV";"J";"59.11";571605,41119095
"MV";"J";"59.12";646666,72220059
"MV";"J";"59.13";1415927,7803943
"MV";"J";"59.14";638199,96755093
"MV";"J";"59.20";951110,01632359
"MV";"J";"60.10";3125340,5411511
"MV";"J";"60.20";1748171,1433253
"MV";"J";"61.10";955978,80651134
"MV";"J";"61.20";719626,34796007
"MV";"J";"61.30";2273956,5345408
"MV";"J";"61.90";1455306,8297527
"MV";"J";"62.01";547849,17397183
"MV";"J";"62.02";2165526,139397
"MV";"J";"62.03";3854053,2653187
"MV";"J";"62.09";7250059,6836154
"MV";"J";"63.11";1526970,9427625
"MV";"J";"63.12";1962894,58601654
"MV";"J";"63.91";4263438,4562518
"MV";"J";"63.99";9654335,29987422
"MV";"K";"64.11";2426513,125876
"MV";"K";"64.19";772128,1315078
"MV";"K";"64.20";629526,10927047
"MV";"K";"64.30";663186,3692287
"MV";"K";"64.91";111883,016139411
"MV";"K";"64.92";1539786,4434046
"MV";"K";"64.99";549497,01383182
"MV";"K";"65.11";625788,05401373
"MV";"K";"65.12";609271,3702899
"MV";"K";"65.20";1520787,3575678
"MV";"K";"65.30";363886,08336311
"MV";"K";"66.11";1439668,6565014
"MV";"K";"66.12";1468322,0024306
"MV";"K";"66.19";1414011,3570315
"MV";"K";"66.22";684063,68981246
"MV";"K";"66.29";806400,83278202
"MV";"K";"66.30";211452,45603351
"MV";"L";"68.10";294363,18602267
"MV";"L";"68.20";319096,88429888
"MV";"L";"68.31";284447,69555357
"MV";"L";"68.32";480324,43483705
"MV";"M";"69.10";386367,88159616
"MV";"M";"69.20";488909,35204594
"MV";"M";"70.10";597790,37244969
"MV";"M";"70.22";526513,60469965
"MV";"M";"71.11";386983,465464198
"MV";"M";"71.12";463399,39377859
"MV";"M";"71.20";821401,53084057
"MV";"M";"72.11";1467875,3986721
"MV";"M";"72.19";1262389,0717662
"MV";"M";"72.20";1569623,6456703
"MV";"M";"73.11";931747,89904781
"MV";"M";"73.12";1044257,05356016
"MV";"M";"73.20";1359616,83392003
"MV";"M";"74.10";241394,01547882
"MV";"M";"74.20";735545,60752298
"MV";"M";"74.30";933352,20891236
"MV";"M";"74.90";661351,79999014
"MV";"N";"77.11";628556,37462134
"MV";"N";"77.12";260031,33491749
"MV";"N";"77.29";703992,7315436
"MV";"N";"77.31";140903,116406624
"MV";"N";"77.32";351384,78242421
"MV";"N";"77.39";605738,60560679
"MV";"N";"77.40";994032,57590715
"MV";"N";"78.10";492352,16685497
"MV";"N";"78.30";696206,42842945
"MV";"N";"79.11";532013,79672797
"MV";"N";"79.90";338484,72749139
"MV";"N";"80.10";486103,83378816
"MV";"N";"80.20";298650,66635161
"MV";"N";"81.10";377486,23469434
"MV";"N";"81.21";375853,70156501
"MV";"N";"81.22";332537,7498627
"MV";"N";"81.29";1112798,47157215
"MV";"N";"81.30";67528,249007443
"MV";"N";"82.11";527027,91060337
"MV";"N";"82.19";880579,03133207
"MV";"N";"82.20";508008,66525412
"MV";"N";"82.30";561724,41474145
"MV";"N";"82.91";654434,49956281
"MV";"N";"82.92";460318,52448717
"MV";"N";"82.99";671237,66137482
"MV";"O";"84.11";381949,76650087
"MV";"O";"84.12";339330,91529773
"MV";"O";"84.13";308367,27013178
"MV";"O";"84.21";940276,76999431
"MV";"O";"84.22";1137364,77630059
"MV";"O";"84.23";672008,15572355
"MV";"O";"84.24";860776,12335959
"MV";"O";"84.25";355830,80715746
"MV";"O";"84.30";531106,82309049
"MV";"P";"85.10";306215,938642623
"MV";"P";"85.20";299964,06230893
"MV";"P";"85.31";334814,96246149
"MV";"P";"85.32";388059,34145586
"MV";"P";"85.41";1967582,364364
"MV";"P";"85.42";687706,05791829
"MV";"P";"85.51";756405,98474447
"MV";"P";"85.52";527257,85911869
"MV";"P";"85.53";997409,66495975
"MV";"P";"85.59";380252,3430343
"MV";"P";"85.60";351356,58384254
"MV";"Q";"86.10";1068105,99638874
"MV";"Q";"86.21";639230,00054035
"MV";"Q";"86.22";855363,11732129
"MV";"Q";"86.23";311548,166595974
"MV";"Q";"86.90";708316,03925202
"MV";"Q";"87.10";329230,85398385
"MV";"Q";"87.20";369920,21727213
"MV";"Q";"87.30";261704,37730452
"MV";"Q";"87.90";269697,6812378
"MV";"Q";"88.10";349873,24241375
"MV";"Q";"88.91";225731,23046388
"MV";"Q";"88.99";532499,47359027
"MV";"R";"90.01";297931,1667484
"MV";"R";"90.02";492623,05062152
"MV";"R";"90.03";265984,0951112
"MV";"R";"90.04";401699,31611192
"MV";"R";"91.01";2363374,7816114
"MV";"R";"91.02";1032469,79200948
"MV";"R";"91.03";646410,60779259
"MV";"R";"91.04";569539,37653261
"MV";"R";"92.00";852949,95102997
"MV";"R";"93.11";529583,28197317
"MV";"R";"93.12";548315,65620363
"MV";"R";"93.13";1286317,21109657
"MV";"R";"93.19";1320901,8292017
"MV";"R";"93.21";1920238,8205269
"MV";"R";"93.29";299164,84515695
"MV";"S";"94.11";394661,6637357
"MV";"S";"94.12";166105,117494667
"MV";"S";"94.20";596298,79853023
"MV";"S";"94.91";316354,07974747
"MV";"S";"94.92";293301,376467292
"MV";"S";"94.99";384900,12543092
"MV";"S";"95.11";1711257,8253925
"MV";"S";"95.12";815156,72985252
"MV";"S";"95.21";1265070,72624967
"MV";"S";"95.22";732101,54052163
"MV";"S";"95.23";728949,29172507
"MV";"S";"95.24";949335,68591747
"MV";"S";"95.29";794511,19052093
"MV";"S";"96.01";336089,108103389
"MV";"S";"96.02";684952,33512101
"MV";"S";"96.03";263113,4793658
"MV";"S";"96.04";701375,9759584
"MV";"S";"96.09";123968,037984798
"MV";"T";"97.00";42959,870957581
"MV";"T";"98.20";350909,17355988
"MV";"U";"99.00";633983,34226849
