"id","aidres_site_id","geom","site_name","nuts3_code","aidres_sector_name","production_route_name","product_type_name","method_type_name","prod_cap","prod_rate","utilization_rate","wp1_model_product_name"
"1419",849,"0101000020E61000003251291B7B6313404C6A0D4A3DD64640","TOTAL RAFFINAGE FRANCE - Feyzin Cedex","FRK26","Refineries","Refineries",NULL,"reported","5500",NULL,NULL,"refineries-light-liquid-fuel"
"1420",849,"0101000020E61000003251291B7B6313404C6A0D4A3DD64640","TOTAL RAFFINAGE FRANCE - Feyzin Cedex","FRK26","Refineries","cracker","ethylene","reported","250",NULL,NULL,"chemical-olefins"
"1421",849,"0101000020E61000003251291B7B6313404C6A0D4A3DD64640","TOTAL RAFFINAGE FRANCE - Feyzin Cedex","FRK26","Refineries","cracker","propylene","reported","128.7878788",NULL,NULL,"chemical-olefins"
"1422",849,"0101000020E61000003251291B7B6313404C6A0D4A3DD64640","TOTAL RAFFINAGE FRANCE - Feyzin Cedex","FRK26","Refineries","cracker","other olefins","reported","378.7878788",NULL,NULL,"chemical-olefins"
"1423",867,"0101000020E6100000D36DE415E38700C04CE71E6D77A84740","TOTAL RAFFINAGE FRANCE - Donges","FRG01","Refineries","Refineries",NULL,"reported","11000",NULL,NULL,"refineries-light-liquid-fuel"
"1424",876,"0101000020E6100000D5DB55FE6B17144005D37A095FB14540","PETROINEOS MANUFACTURING FRANCE SAS - Lavera","FRL04","Refineries","Refineries",NULL,"reported","10400",NULL,NULL,"refineries-light-liquid-fuel"
"1425",876,"0101000020E6100000D5DB55FE6B17144005D37A095FB14540","PETROINEOS MANUFACTURING FRANCE SAS - Lavera","FRL04","Refineries","cracker","ethylene","reported","740",NULL,NULL,"chemical-olefins"
"1426",876,"0101000020E6100000D5DB55FE6B17144005D37A095FB14540","PETROINEOS MANUFACTURING FRANCE SAS - Lavera","FRL04","Refineries","cracker","propylene","reported","381.2121212",NULL,NULL,"chemical-olefins"
"1427",876,"0101000020E6100000D5DB55FE6B17144005D37A095FB14540","PETROINEOS MANUFACTURING FRANCE SAS - Lavera","FRL04","Refineries","cracker","other olefins","reported","1121.212121",NULL,NULL,"chemical-olefins"
"1428",877,"0101000020E6100000CB10C7BAB80D14402DEC6987BFB24540","GEOGAZ LAVERA - LAVERA","FRL04","Refineries","Not active/refinery",NULL,"reported",NULL,NULL,NULL,"not included in blue-print model"
"1429",880,"0101000020E6100000B04FA50B56B1134051DB91A0AEB94540","ESSO RAFFINAGE - FOS SUR MER Cedex","FRL04","Refineries","Refineries",NULL,"reported","6700",NULL,NULL,"refineries-light-liquid-fuel"
"1430",882,"0101000020E61000002E0DB21B6C681440D70AEF7211B34540","TOTAL RAFFINAGE FRANCE - Chateauneuf les Martigues","FRL04","Refineries","Refineries",NULL,"reported","7500",NULL,NULL,"refineries-light-liquid-fuel"
"1431",888,"0101000020E6100000EF5E494D169207406565506D704B4840","TOTAL RAFFINAGE FRANCE - Mormant","FR102","Refineries","Refineries",NULL,"reported","5100",NULL,NULL,"refineries-light-liquid-fuel"
"1432",945,"0101000020E6100000276678FD93953740DF9DC60787054340","ΕΛΛΗΝΙΚΑ ΠΕΤΡΕΛΑΙΑ ΑΕ - ΑΣΠΡΟΠΥΡΓΟΣ","EL306","Refineries","Refineries",NULL,"reported","7300",NULL,NULL,"refineries-light-liquid-fuel"
"1433",946,"0101000020E61000001CA66C4727EB36409F115B30A7534440","ΕΛΛΗΝΙΚΑ ΠΕΤΡΕΛΑΙΑ ΑΕ - ΘΕΣΣΑΛΟΝΙΚΗ","EL522","Refineries","Refineries",NULL,"reported","3300",NULL,NULL,"refineries-light-liquid-fuel"
"1434",947,"0101000020E6100000EDFFD258B1243740B997EAB8D0F64240","ΜΟΤΟΡ ΟΙΛ - Δ. ΚΟΡΙΝΘΟΥ - ΑΓ. ΘΕΟΔΩΡΟΙ","EL652","Refineries","Refineries",NULL,"reported","5500",NULL,NULL,"refineries-light-liquid-fuel"
"1435",948,"0101000020E6100000209FEB562A8F3740CC8D339765064340","ΕΛΛΗΝΙΚΑ ΠΕΤΡΕΛΑΙΑ ΑΕ - ΕΛΕΥΣΙΝΑ","EL306","Refineries","Refineries",NULL,"reported","5000",NULL,NULL,"refineries-light-liquid-fuel"
"1436",963,"0101000020E61000004328A5564E112D40F624558094A44640","INA d.d. - Kostrena","HR031","Refineries","Refineries",NULL,"reported","4500",NULL,NULL,"refineries-light-liquid-fuel"
"1437",964,"0101000020E6100000BFD133620B62304021DE848C91BB4640","INA d.d. - Sisak","HR028","Refineries","Refineries",NULL,"reported","2200",NULL,NULL,"refineries-light-liquid-fuel"
"1438",988,"0101000020E610000018B6E33C527B20C084013A820AE94940","Irving Oil Whitegate Refinery Limited - Midleton","IE053","Refineries","Refineries",NULL,"reported","3600",NULL,NULL,"refineries-light-liquid-fuel"
"1439",1023,"0101000020E610000052C7743282CB2140F6CBCC71138D4640","ENI S.P.A. - SANNAZZARO DE' BURGONDI","ITC48","Refineries","Refineries",NULL,"reported","11200",NULL,NULL,"refineries-light-liquid-fuel"
"1440",1099,"0101000020E61000000178FAF7CF8928407A1D71C806BB4640","ENI S.P.A. - Porto Marghera (Venezia)","ITH35","Refineries","Not active/refinery",NULL,"reported","4000",NULL,NULL,"not included in blue-print model"
"1441",1113,"0101000020E6100000676E7484C2C22A40AAE11C1ABBD14540","Api raffineria di ancona S.p.A. - FALCONARA MARITTIMA","ITI32","Refineries","Refineries",NULL,"reported","4200",NULL,NULL,"refineries-light-liquid-fuel"
"1442",1114,"0101000020E61000007F2407EC6A562E40BFD545C0D79B4240","Sonatrach Raffineria Italiana S.r.l. - AUGUSTA - SR","ITG19","Refineries","Refineries",NULL,"reported","9900",NULL,NULL,"refineries-light-liquid-fuel"
"1443",1118,"0101000020E610000047E28A30EAAF2440B315EA9F96CA4540","ENI S.P.A. - Stagno","ITI16","Refineries","Refineries",NULL,"reported","5300",NULL,NULL,"refineries-light-liquid-fuel"
"1444",1130,"0101000020E610000095456117459321404AC67B1F58B84640","S.A.R.P.O.M S.R.L. - TRECATE","ITC15","Refineries","Refineries",NULL,"reported","2700",NULL,NULL,"refineries-light-liquid-fuel"
"1445",1139,"0101000020E61000000C59DDEA39313140A6E55C8AAB3E4440","ENI S.P.A. - TARANTO","ITF43","Refineries","Refineries",NULL,"reported","6000",NULL,NULL,"refineries-light-liquid-fuel"
"1446",1150,"0101000020E61000009A3B9FA63B842E406BE1687D801A4340","Raffineria di Milazzo S.C.p.A. - MILAZZO","ITG13","Refineries","Refineries",NULL,"reported","12100",NULL,NULL,"refineries-light-liquid-fuel"
"1447",1151,"0101000020E61000003EC6527F18882C409B2386787F874240","Raffineria di Gela S.P.A. - GELA","ITG15","Refineries","Refineries",NULL,"reported","5300",NULL,NULL,"refineries-light-liquid-fuel"
"1448",1157,"0101000020E610000071EA2F05B55D2E40513C1D7EED964240","ISAB S.r.l. - PRIOLO GARGALLO - SR","ITG19","Refineries","Refineries",NULL,"reported","16000",NULL,NULL,"refineries-light-liquid-fuel"
"1449",1162,"0101000020E6100000A368D43208062240B11880FC5B8A4340","Sarlux Srl - Sarroch (Cagliari)","ITG2F","Refineries","Refineries",NULL,"reported","15000",NULL,NULL,"refineries-light-liquid-fuel"
"1450",1190,"0101000020E6100000CBE660EC738328401903EB387E3D4640","Alma Petroli Spa - RAVENNA","ITH57","Refineries","Refineries",NULL,"reported","500",NULL,NULL,"refineries-light-liquid-fuel"
"1451",1199,"0101000020E6100000E0E9DF3F27E621400160915F3F494640","IPLOM S.p.A. - Busalla (Genova)","ITC33","Refineries","Refineries",NULL,"reported","2000",NULL,NULL,"refineries-light-liquid-fuel"
"1452",1218,"0101000020E61000007A6AB0BA1F2D3640186CD910D2304C40","AB ORLEN Lietuva - Juodeikiai  Mazeikiu r.","LT028","Refineries","Refineries",NULL,"reported","9500",NULL,NULL,"refineries-light-liquid-fuel"
"1453",1233,"0101000020E6100000B698446227D10D40958E28A380B94940","Zeeland Refinery N.V. - NIEUWDORP ZLD","NL342","Refineries","Refineries",NULL,"reported","8300",NULL,NULL,"refineries-light-liquid-fuel"
"1454",1234,"0101000020E6100000D3252DA6E3E31040D06C0D5B69F44940","VPR Energy B.V. - EUROPOORT-ROTTERDAM","NL33C","Refineries","Refineries",NULL,"reported","4300",NULL,NULL,"refineries-light-liquid-fuel"
"1455",1249,"0101000020E6100000247B29E1AEA311401172DEFFC7F84940","Air Liquide Industrie B.V. - Rotterdam","NL33C","Refineries","Not active/refinery",NULL,"reported",NULL,NULL,NULL,"not included in blue-print model"
"1456",1267,"0101000020E6100000C9B6C2AA30341140589D8B7560EF4940","Esso Nederland B.V. - BOTLEK-ROTTERDAM","NL33C","Refineries","Refineries",NULL,"reported","9600",NULL,NULL,"refineries-light-liquid-fuel"
"1457",1268,"0101000020E6100000B36B312E0BAC10402EE7525C55F74940","Gunvor Petroleum Rotterdam B.V. - EUROPOORT-ROTTERDAM","NL33C","Refineries","Refineries",NULL,"reported","4200",NULL,NULL,"refineries-light-liquid-fuel"
"1458",1269,"0101000020E6100000A314BE0864681040797CD69013FA4940","BP Raffinaderij Rotterdam B.V. - EUROPOORT-ROTTERDAM","NL33C","Refineries","Refineries",NULL,"reported","17900",NULL,NULL,"refineries-light-liquid-fuel"
"1459",1270,"0101000020E610000066B73B10FE621140FB57FBE021F04940","SHELL Nederland Raffinaderij B.V. - HOOGVLIET-ROTTERDAM","NL33C","Refineries","Refineries",NULL,"reported","20200",NULL,NULL,"refineries-light-liquid-fuel"
"1460",1299,"0101000020E61000004DBC033C69B932404611AD70262C4B40","GRUPA LOTOS S.A. - Gdańsk","PL633","Refineries","Refineries",NULL,"reported","6000",NULL,NULL,"refineries-light-liquid-fuel"
"1461",1300,"0101000020E61000007A94A531B5A63340D84C24E2F74A4A40","Polski Koncern Naftowy ORLEN S.A. - Płock","PL923","Refineries","Refineries",NULL,"reported","18700",NULL,NULL,"refineries-light-liquid-fuel"
"1462",1357,"0101000020E6100000E1D8243FE27335406A17D34CF7DC4840","LOTOS ASFALT sp. z o.o. - Jasło","PL821","Refineries","Not active/refinery",NULL,"reported","100",NULL,NULL,"not included in blue-print model"
"1463",1358,"0101000020E61000002FCECE58EAA73540F3F22A210EDB4840","ORLEN POŁUDNIE S.A. - JEDLICZE","PL821","Refineries","Refineries",NULL,"reported","200",NULL,NULL,"refineries-light-liquid-fuel"
"1464",1370,"0101000020E6100000C3CAB2710E723340EFC4515ED0144940","ORLEN POŁUDNIE S.A. - Trzebinia","PL21A","Refineries","Refineries",NULL,"reported","400",NULL,NULL,"refineries-light-liquid-fuel"
"1465",1414,"0101000020E6100000B329D489BA9921C025935E8A61FB4240","Petróleos de Portugal - Petrogal S.A - Sines","PT181","Refineries","Refineries",NULL,"reported","10600",NULL,NULL,"refineries-light-liquid-fuel"
"1466",1414,"0101000020E6100000B329D489BA9921C025935E8A61FB4240","Petróleos de Portugal - Petrogal S.A - Sines","PT181","Refineries","cracker","ethylene","reported","410",NULL,NULL,"chemical-olefins"
"1467",1414,"0101000020E6100000B329D489BA9921C025935E8A61FB4240","Petróleos de Portugal - Petrogal S.A - Sines","PT181","Refineries","cracker","propylene","reported","211.2121212",NULL,NULL,"chemical-olefins"
"1468",1414,"0101000020E6100000B329D489BA9921C025935E8A61FB4240","Petróleos de Portugal - Petrogal S.A - Sines","PT181","Refineries","cracker","other olefins","reported","621.2121212",NULL,NULL,"chemical-olefins"
"1469",1419,"0101000020E6100000787B1002F26921C0B2D7BB3FDE9A4440","Petróleos de Portugal - Petrogal S.A - Leça da palmeira","PT11A","Refineries","Not active/refinery",NULL,"reported","4600",NULL,NULL,"not included in blue-print model"
"1470",1425,"0101000020E6100000DC21252CE0123A40639F6692A2784640","S.C. PETROTEL-LUKOIL S.A. - Ploiesti","RO316","Refineries","Refineries",NULL,"reported","2400",NULL,NULL,"refineries-light-liquid-fuel"
"1471",1428,"0101000020E6100000845B881FADA73C40B5EB9F4C482C4640","S.C. ROMPETROL RAFINARE S.A. - Navodari","RO223","Refineries","Refineries",NULL,"reported","5300",NULL,NULL,"refineries-light-liquid-fuel"
"1472",1429,"0101000020E610000001F9122A38063A40E3E14856347B4640","S.C. ROMPETROL RAFINARE S.A. - Ploiesti","RO316","Refineries","Refineries",NULL,"reported","400",NULL,NULL,"refineries-light-liquid-fuel"
"1473",1478,"0101000020E6100000E34D397018F63140B019901898754D40","Nynas AB - NYNÄSHAMN","SE110","Refineries","Refineries",NULL,"reported","1500",NULL,NULL,"refineries-light-liquid-fuel"
"1474",1479,"0101000020E6100000096355CE28CB2740B33742507FD94C40","Nynas AB - GÖTEBORG","SE232","Refineries","Refineries",NULL,"reported","700",NULL,NULL,"refineries-light-liquid-fuel"
"1475",1480,"0101000020E6100000F5C8D57E21AA27400269650CBDDA4C40","Preem AB - GÖTEBORG","SE232","Refineries","Refineries",NULL,"reported","5300",NULL,NULL,"refineries-light-liquid-fuel"
"1476",1481,"0101000020E6100000C9EDF208C9C127404D4645F707DA4C40","St1 Refinery AB - GÖTEBORG","SE232","Refineries","Refineries",NULL,"reported","4000",NULL,NULL,"refineries-light-liquid-fuel"
"1477",1482,"0101000020E61000007820578FA0D52640F340BF4A992C4D40","Preem AB - LYSEKIL","SE232","Refineries","Refineries",NULL,"reported","10500",NULL,NULL,"refineries-light-liquid-fuel"
"1478",1514,"0101000020E6100000DF701FB9352D3140C2B4C4CA68104840","SLOVNAFT, a.s. - Bratislava","SK010","Refineries","Refineries",NULL,"reported","5800",NULL,NULL,"refineries-light-liquid-fuel"
"1479",1536,"0101000020E610000015C616821CE43240C3F0113125A64740","MOL Nyrt. Dunai Finomító - Százhalombatta","HU120","Refineries","Refineries",NULL,"reported","8100",NULL,NULL,"refineries-light-liquid-fuel"
"1480",5,"0101000020E61000005AD020AA951E2E40606AA0F99CB04740","voestalpine Stahl Donawitz GmbH - Leoben","AT223","Steel","Primary production",NULL,"reported","1570","1281.095112","0.815984148","steel-primary"
"1481",6,"0101000020E6100000D0B9DBF5D2902E40A43DB901FAB84740","voestalpine BÖHLER Edelstahl GmbH & Co KG - Kapfenberg","AT223","Steel","Secondary production",NULL,"reported","180","150.816568","0.837869822","steel-secondary"
"1482",7,"0101000020E61000004C659B6560D62E40FA21E6ED63884740","Stahl- und Walzwerk Marienhütte Gesellschaft m.b.H. - Graz","AT221","Steel","Secondary production",NULL,"reported","365","305.8224852","0.837869822","steel-secondary"
"1483",10,"0101000020E6100000290D90C3BBA32C4095F66C67A9234840","voestalpine Stahl GmbH - Linz","AT312","Steel","Primary production",NULL,"reported","6000","4895.904888","0.815984148","steel-primary"
"1484",14,"0101000020E6100000FBB2B45373012F40B295E1896AC44740","Breitenfeld Edelstahl AG - Mitterdorf","AT223","Steel","Secondary production",NULL,"reported","300","251.3609467","0.837869822","steel-secondary"
"1485",16,"0101000020E610000083C0CAA145162E40E3C9D46E05B24740","voestalpine Wire Rod Austria GmbH - St. Peter-Freienstein","AT223","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1486",17,"0101000020E6100000D1B01875ADDD2E40C6D17135B2BF4740","voestalpine Tubulars GmbH & Co KG - Kindberg-Aumühl","AT223","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1487",22,"0101000020E6100000DB43DD0720552F40D4484BE5EDCC4740","voestalpine BÖHLER Bleche GmbH & Co KG - Mürzzuschlag","AT223","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1488",23,"0101000020E610000054C6BFCFB8902E407008556AF6B84740","voestalpine BÖHLER Aerospace GmbH & Co KG - Kapfenberg","AT223","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1489",40,"0101000020E61000003F66B15E561A124054196B24AE344940","Aperam Stainless Belgium - Châtelet","BE32B","Steel","Secondary production",NULL,"reported","1000","791.1764706","0.791176476","steel-secondary"
"1490",41,"0101000020E6100000D53B81559AC1154017878E780D4B4940","ArcelorMittal Belgium - Ivoz Ramet","BE332","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1491",42,"0101000020E6100000E846FD9A51201640422B8B1DE84E4940","LIBERTY LIEGE - DUDELANGE (BE) - Tilleur","BE332","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1492",43,"0101000020E6100000A4552DE928FF15402EC8A1348A4E4940","ArcelorMittal Belgium - Jemeppe-sur-Meuse","BE332","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1493",44,"0101000020E61000003F8EE6C8CADF1540DBF74D06EC4B4940","LIBERTY LIEGE - DUDELANGE (BE) - Flémalle","BE332","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1494",50,"0101000020E61000003D4DC17520B60A4039831A193F684940","Bekaert - Zwevegem","BE254","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1495",60,"0101000020E610000094DFFD4C18B8104085984BAAB63D4940","NLMK LA LOUVIERE - La Louvière","BE329","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1496",62,"0101000020E610000018F1F85168AC1140D906F98F3B344940","Industeel Belgium - Charleroi","BE32B","Steel","Secondary production",NULL,"reported","850","672.5","0.791176476","steel-secondary"
"1497",63,"0101000020E6100000D8FFEF3E7DC2154097886764EB4A4940","Segal - Ivoz Ramet","BE332","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1498",64,"0101000020E61000009D6E8F94E33407405BB97251886C4940","Picanol - Ieper","BE253","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1499",67,"0101000020E610000050CF712486930E40BB7B253559974940","ArcelorMittal Belgium - Gent","BE234","Steel","Primary production",NULL,"reported","5500","5300","0.963636364","steel-primary"
"1500",68,"0101000020E6100000844314387E151640EBCFD95DFB4D4940","ArcelorMittal Ringmill - Seraing","BE332","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1501",87,"0101000020E610000037AB9910CEEA104061C5A9D6C2564940","NLMK Clabecq - Ittre","BE310","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1502",91,"0101000020E6100000B4942C27A1BC11400BAD985B6B344940","THY MARCINELLE - Charleroi","BE32B","Steel","Secondary production",NULL,"reported","350","276.9117647","0.791176476","steel-secondary"
"1503",105,"0101000020E6100000C57D9A498A061640BBF660AD35784940","Aperam Stainless Belgium - Genk","BE224","Steel","Secondary production",NULL,"reported","1200","949.4117647","0.791176476","steel-secondary"
"1504",113,"0101000020E61000003411363CBDA239403F1D8F19A8344540","PROGRESS JSC - Stara Zagora","BG344","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1505",115,"0101000020E6100000EBFF1CE6CB4B3B40B2A03028D3304540","PROMET STEEL ЕAD - Burgas","BG341","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1506",116,"0101000020E61000009C46BA55C6EF394030BDFDB968254540","""REMOTEX M"" OOD - Radnevo","BG344","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1507",133,"0101000020E610000059C8CD7003FE3640495BB1BFEC424540","CASTING FORGING MASHINERY COMPLEX LTD - Radomir","BG414","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1508",134,"0101000020E610000003C07D78F11737400806103E944C4540","Stomana Industry AD - Pernik","BG414","Steel","Secondary production",NULL,"reported","1000","666","0.666","steel-secondary"
"1509",136,"0101000020E6100000C2EA94A2F0D03740BE5EAB4E18384540","VMV Metal EOOD - Ihtiman","BG412","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1510",141,"0101000020E6100000ED2DE57CB1A53240BA0908F714D84840","TŘINECKÉ ŽELEZÁRNY, a. s. - Třinec - Staré Město","CZ080","Steel","Primary production",NULL,"reported","2400","1877.6","0.782333333","steel-primary"
"1511",143,"0101000020E6100000F2D612556C4A2B404CBF0A11ECDB4840","Válcovny trub Chomutov, a.s. - Veselí nad Moravou","CZ032","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1512",148,"0101000020E6100000F0C2D66CE55932405BED6C7EB2F14840","BONATRANS GROUP a.s. - Bohumín","CZ080","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1513",149,"0101000020E6100000C2B0B26C9CA53240DCEBEE4B47D84840","Slévárny Třinec, a.s. - Třinec, Staré Město","CZ080","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1514",180,"0101000020E6100000D06ADCF6984D3240D194A8CDEEE54840","Liberty Ostrava a.s. - Ostrava, Kunčice","CZ080","Steel","Secondary production",NULL,"reported","120","108.8888889","0.974747475","steel-secondary"
"1515",182,"0101000020E6100000702C9963794132406B967BDC12E84840","VÍTKOVICE STEEL, a.s. - Ostrava - Hulváky","CZ080","Steel","Primary production",NULL,"reported","3600","2816.4","0.782333333","steel-primary"
"1516",184,"0101000020E6100000A2A64C20DBB82A40A7DE646545DF4840","PILSEN STEEL s.r.o. - Plzeň","CZ032","Steel","Secondary production",NULL,"reported","150","136.1111111","0.974747475","steel-secondary"
"1517",246,"0101000020E6100000077E54C37E671B40F1D35D7E4CA04840","Saarschmiede GmbH Freiformschmiede - Völklingen","DEC01","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1518",249,"0101000020E610000085494CAB7C422D40D46F157AB3144A40","ArcelorMittal Eisenhüttenstadt GmbH - Eisenhüttenstadt","DE40C","Steel","Primary production",NULL,"reported","2400","2284.148528","0.951728553","steel-primary"
"1519",249,"0101000020E610000085494CAB7C422D40D46F157AB3144A40","ArcelorMittal Eisenhüttenstadt GmbH - Eisenhüttenstadt","DE40C","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1520",266,"0101000020E6100000C41A78FF69D42440618BDD3EAB134A40","Salzgitter Flachstahl GmbH - Salzgitter","DE912","Steel","Primary production",NULL,"reported","5600","5329.679898","0.951728553","steel-primary"
"1521",266,"0101000020E6100000C41A78FF69D42440618BDD3EAB134A40","Salzgitter Flachstahl GmbH - Salzgitter","DE912","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1522",267,"0101000020E6100000AE8B91DBE56525402B0D4636A1EF4940","Ilsenburger Grobblech GmbH - Ilsenburg","DEE09","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1523",268,"0101000020E6100000C41A78FF69D42440618BDD3EAB134A40","Ilsenburger Grobblech GmbH - Salzgitter","DE912","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1524",270,"0101000020E610000073978BF84E1C20407C9BFEEC47C64840","Gienanth GmbH - Eisenberg","DEB3D","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1525",271,"0101000020E61000009E9042FE3E801B40FA11256B1EB84940","Salzgitter Mannesmann Grobblech GmbH - Mülheim an der Ruhr","DEA16","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1526",273,"0101000020E6100000984C158C4A4A1F4062B1A206D34C4840","Badische Stahlwerke GmbH - Kehl","DE134","Steel","Secondary production",NULL,"reported","2500","2150.13541","0.865416385","steel-secondary"
"1527",273,"0101000020E6100000984C158C4A4A1F4062B1A206D34C4840","Badische Stahlwerke GmbH - Kehl","DE134","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1528",279,"0101000020E6100000B71380DA03402140DC323BE697374A40","Heinrich Meier Eisengießerei GmbH & Co. KG - Rahden","DEA46","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1529",280,"0101000020E61000004D7A2986F5FC2040488C9E5BE8484940","Buderus Edelstahl GmbH - Wetzlar","DE722","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1530",286,"0101000020E61000003AB58E05E0E62640A66103D836544940","Stahlwerk Thüringen GmbH - Unterwellenborn","DEG0I","Steel","Secondary production",NULL,"reported","1100","946.0595802","0.865416385","steel-secondary"
"1531",286,"0101000020E61000003AB58E05E0E62640A66103D836544940","Stahlwerk Thüringen GmbH - Unterwellenborn","DEG0I","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1532",287,"0101000020E6100000C126214729072040DBB232D06B754940","Deutsche Edelstahlwerke Specialty Steel GmbH & Co. - Siegen","DEA5A","Steel","Secondary production",NULL,"reported","600","516.0324983","0.865416385","steel-secondary"
"1533",287,"0101000020E6100000C126214729072040DBB232D06B754940","Deutsche Edelstahlwerke Specialty Steel GmbH & Co. - Siegen","DEA5A","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1534",288,"0101000020E610000056AAFA4B41D51D40354CC862F6AD4940","Deutsche Edelstahlwerke Specialty Steel GmbH & Co. - Hagen","DEA53","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1535",289,"0101000020E6100000CC28965B5A4D1D40E4F736FDD9B74940","Deutsche Edelstahlwerke Specialty Steel GmbH & Co. - Witten","DEA56","Steel","Secondary production",NULL,"reported","480","412.8259986","0.865416385","steel-secondary"
"1536",289,"0101000020E6100000CC28965B5A4D1D40E4F736FDD9B74940","Deutsche Edelstahlwerke Specialty Steel GmbH & Co. - Witten","DEA56","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1537",290,"0101000020E610000097DCCDF863371A40AC23A2F375A74940","Deutsche Edelstahlwerke Specialty Steel GmbH & Co. - Krefeld","DEA14","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1538",291,"0101000020E6100000C173EFE192C31C40F7F9449E24B54940","Deutsche Edelstahlwerke Specialty Steel GmbH & Co. - Hattingen","DEA56","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1539",295,"0101000020E6100000B5B4649F11EE1A403979365085AD4840","Aktien-Gesellschaft der Dillinger Hüttenwerke - Dillingen","DEC04","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1540",300,"0101000020E6100000EFC9C342ADF9204058834C3272C24840","Daimler Truck AG - Mannheim","DE126","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1541",305,"0101000020E61000002EE7525C55162040DE4CA1F31A1B4A40","Georgsmarienhütte GmbH - Georgsmarienhütte","DE94E","Steel","Secondary production",NULL,"reported","1100","946.0595802","0.865416385","steel-secondary"
"1542",305,"0101000020E61000002EE7525C55162040DE4CA1F31A1B4A40","Georgsmarienhütte GmbH - Georgsmarienhütte","DE94E","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1543",306,"0101000020E6100000C533DEB133102940A9948DBDCD344A40","B.E.S. Brandenburger Elektrostahlwerke GmbH - Brandenburg an der Havel","DE401","Steel","Secondary production",NULL,"reported","1800","1548.097495","0.865416385","steel-secondary"
"1544",306,"0101000020E6100000C533DEB133102940A9948DBDCD344A40","B.E.S. Brandenburger Elektrostahlwerke GmbH - Brandenburg an der Havel","DE401","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1545",307,"0101000020E61000008D2A1E728EAD1C40E33CF779E7AD4840","Saarstahl Aktiengesellschaft - Neunkirchen","DEC03","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
"1546",308,"0101000020E61000009DA27E726FC91B407E5B0B0E8A9E4840","Saarstahl Aktiengesellschaft - Saarbrücken","DEC01","Steel","Processing",NULL,"not available",NULL,NULL,NULL,"not included in blue-print model"
