"solution_id","configuration_id","scenario_id","aidres_sector_id","horizon","electricity_[mwh/t]","electricity_[gj/t]","alternative_fuel_mixture_[gj/t]","biomass_[gj/t]","biomass_waste_[gj/t]","coal_[gj/t]","coke_[gj/t]","crude_oil_[gj/t]","hydrogen_[gj/t]","methanol_[gj/t]","ammonia_[gj/t]","naphtha_[gj/t]","natural_gas_[gj/t]","plastic_mix_[gj/t]","alternative_fuel_mixture_[t/t]","biomass_[t/t]","biomass_waste_[t/t]","coal_[t/t]","coke_[t/t]","crude_oil_[t/t]","hydrogen_[t/t]","methanol_[t/t]","ammonia_[t/t]","naphtha_[t/t]","natural_gas_[t/t]","plastic_mix_[t/t]","totex_[eur/t]","opex_var_[eur/t]","co2_allowance_[eur/t]","opex_cst_[eur/t]","opex_[eur/t]","capex_[eur/t]","direct_emission_[tco2/t]","total_emission_[tco2/t]","direct_emission_reduction_[%]","total_emission_reduction_[%]","captured_co2_[tco2/t]","product_name","configuration_name","sector_name"
"452","57","1","2","2030","0.16766","0.60359","0","0","3.61637","0","0","0","0","0","0","0","0","0","0","0","0.28034","0","0","0","0","0","0","0","0","0","19.15632583","27.88352563","-38.4","24.6728002","14.15632583","5","-0.256","-0.235880317","151.4","144","0.5","cement","LC3-(BMW)MEA","Cement"
"453","57","2","2","2030","0.16766","0.60359","0","0","3.61637","0","0","0","0","0","0","0","0","0","0","0","0.28034","0","0","0","0","0","0","0","0","0","19.15632583","27.88352563","-38.4","24.6728002","14.15632583","5","-0.256","-0.235880317","151.4","144","0.5","cement","LC3-(BMW)MEA","Cement"
"454","57","3","2","2030","0.16766","0.60359","0","0","3.61637","0","0","0","0","0","0","0","0","0","0","0","0.28034","0","0","0","0","0","0","0","0","0","19.15632583","27.88352563","-38.4","24.6728002","14.15632583","5","-0.256","-0.235880317","151.4","144","0.5","cement","LC3-(BMW)MEA","Cement"
"455","57","4","2","2030","0.16766","0.60359","0","0","3.61637","0","0","0","0","0","0","0","0","0","0","0","0.28034","0","0","0","0","0","0","0","0","0","19.15632583","27.88352563","-38.4","24.6728002","14.15632583","5","-0.256","-0.235880317","151.4","144","0.5","cement","LC3-(BMW)MEA","Cement"
"456","57","5","2","2050","0.16766","0.60359","0","0","3.61637","0","0","0","0","0","0","0","0","0","0","0","0.28034","0","0","0","0","0","0","0","0","0","-32.04367417","27.88352563","-89.6","24.6728002","-37.04367417","5","-0.256","-0.256","151.4","147.8","0.5","cement","LC3-(BMW)MEA","Cement"
"457","57","6","2","2050","0.16766","0.60359","0","0","3.61637","0","0","0","0","0","0","0","0","0","0","0","0.28034","0","0","0","0","0","0","0","0","0","-32.04367417","27.88352563","-89.6","24.6728002","-37.04367417","5","-0.256","-0.256","151.4","147.8","0.5","cement","LC3-(BMW)MEA","Cement"
"458","57","7","2","2050","0.16766","0.60359","0","0","3.61637","0","0","0","0","0","0","0","0","0","0","0","0.28034","0","0","0","0","0","0","0","0","0","-32.04367417","27.88352563","-89.6","24.6728002","-37.04367417","5","-0.256","-0.256","151.4","147.8","0.5","cement","LC3-(BMW)MEA","Cement"
"459","57","8","2","2050","0.16766","0.60359","0","0","3.61637","0","0","0","0","0","0","0","0","0","0","0","0.28034","0","0","0","0","0","0","0","0","0","-32.04367417","27.88352563","-89.6","24.6728002","-37.04367417","5","-0.256","-0.256","151.4","147.8","0.5","cement","LC3-(BMW)MEA","Cement"
"460","58","1","2","2030","0.13041","0.46947","0","0","2.39627","0","0","0","0","0","0","0","0","0","0","0","0.18576","0","0","0","0","0","0","0","0","0","46.51730927","19.84731907","-25.65","31.3199902","25.51730927","21","-0.171","-0.155350987","134.3","129","0.415","cement","LC3-(BMW)CaL","Cement"
"461","58","2","2","2030","0.13041","0.46947","0","0","2.39627","0","0","0","0","0","0","0","0","0","0","0","0.18576","0","0","0","0","0","0","0","0","0","46.51730927","19.84731907","-25.65","31.3199902","25.51730927","21","-0.171","-0.155350987","134.3","129","0.415","cement","LC3-(BMW)CaL","Cement"
"462","58","3","2","2030","0.13041","0.46947","0","0","2.39627","0","0","0","0","0","0","0","0","0","0","0","0.18576","0","0","0","0","0","0","0","0","0","46.51730927","19.84731907","-25.65","31.3199902","25.51730927","21","-0.171","-0.155350987","134.3","129","0.415","cement","LC3-(BMW)CaL","Cement"
"463","58","4","2","2030","0.13041","0.46947","0","0","2.39627","0","0","0","0","0","0","0","0","0","0","0","0.18576","0","0","0","0","0","0","0","0","0","46.51730927","19.84731907","-25.65","31.3199902","25.51730927","21","-0.171","-0.155350987","134.3","129","0.415","cement","LC3-(BMW)CaL","Cement"
"464","58","5","2","2050","0.13041","0.46947","0","0","2.39627","0","0","0","0","0","0","0","0","0","0","0","0.18576","0","0","0","0","0","0","0","0","0","12.31730927","19.84731907","-59.85","31.3199902","-8.682690726","21","-0.171","-0.171","134.3","131.9","0.415","cement","LC3-(BMW)CaL","Cement"
"465","58","6","2","2050","0.13041","0.46947","0","0","2.39627","0","0","0","0","0","0","0","0","0","0","0","0.18576","0","0","0","0","0","0","0","0","0","12.31730927","19.84731907","-59.85","31.3199902","-8.682690726","21","-0.171","-0.171","134.3","131.9","0.415","cement","LC3-(BMW)CaL","Cement"
"466","58","7","2","2050","0.13041","0.46947","0","0","2.39627","0","0","0","0","0","0","0","0","0","0","0","0.18576","0","0","0","0","0","0","0","0","0","12.31730927","19.84731907","-59.85","31.3199902","-8.682690726","21","-0.171","-0.171","134.3","131.9","0.415","cement","LC3-(BMW)CaL","Cement"
"467","58","8","2","2050","0.13041","0.46947","0","0","2.39627","0","0","0","0","0","0","0","0","0","0","0","0.18576","0","0","0","0","0","0","0","0","0","12.31730927","19.84731907","-59.85","31.3199902","-8.682690726","21","-0.171","-0.171","134.3","131.9","0.415","cement","LC3-(BMW)CaL","Cement"
"468","59","1","2","2030","0.15891","0.57209","0","0","2.55742","0","0","0","0","0","0","0","0","0","0","0","0.19825","0","0","0","0","0","0","0","0","0","55.21607518","22.58314514","1.5","27.13293004","51.21607518","4","0.01","0.029069682","98","94.6","0.545","cement","LC3-(BMW)Oxy-MEA","Cement"
"469","59","2","2","2030","0.15891","0.57209","0","0","2.55742","0","0","0","0","0","0","0","0","0","0","0","0.19825","0","0","0","0","0","0","0","0","0","55.21607518","22.58314514","1.5","27.13293004","51.21607518","4","0.01","0.029069682","98","94.6","0.545","cement","LC3-(BMW)Oxy-MEA","Cement"
"470","59","3","2","2030","0.15891","0.57209","0","0","2.55742","0","0","0","0","0","0","0","0","0","0","0","0.19825","0","0","0","0","0","0","0","0","0","55.21607518","22.58314514","1.5","27.13293004","51.21607518","4","0.01","0.029069682","98","94.6","0.545","cement","LC3-(BMW)Oxy-MEA","Cement"
"471","59","4","2","2030","0.15891","0.57209","0","0","2.55742","0","0","0","0","0","0","0","0","0","0","0","0.19825","0","0","0","0","0","0","0","0","0","55.21607518","22.58314514","1.5","27.13293004","51.21607518","4","0.01","0.029069682","98","94.6","0.545","cement","LC3-(BMW)Oxy-MEA","Cement"
"472","59","5","2","2050","0.15891","0.57209","0","0","2.55742","0","0","0","0","0","0","0","0","0","0","0","0.19825","0","0","0","0","0","0","0","0","0","57.21607518","22.58314514","3.5","27.13293004","53.21607518","4","0.01","0.01","98","98.1","0.545","cement","LC3-(BMW)Oxy-MEA","Cement"
"473","59","6","2","2050","0.15891","0.57209","0","0","2.55742","0","0","0","0","0","0","0","0","0","0","0","0.19825","0","0","0","0","0","0","0","0","0","57.21607518","22.58314514","3.5","27.13293004","53.21607518","4","0.01","0.01","98","98.1","0.545","cement","LC3-(BMW)Oxy-MEA","Cement"
"474","59","7","2","2050","0.15891","0.57209","0","0","2.55742","0","0","0","0","0","0","0","0","0","0","0","0.19825","0","0","0","0","0","0","0","0","0","57.21607518","22.58314514","3.5","27.13293004","53.21607518","4","0.01","0.01","98","98.1","0.545","cement","LC3-(BMW)Oxy-MEA","Cement"
"475","59","8","2","2050","0.15891","0.57209","0","0","2.55742","0","0","0","0","0","0","0","0","0","0","0","0.19825","0","0","0","0","0","0","0","0","0","57.21607518","22.58314514","3.5","27.13293004","53.21607518","4","0.01","0.01","98","98.1","0.545","cement","LC3-(BMW)Oxy-MEA","Cement"
"476","60","1","2","2030","0.14648","0.52732","0","0","2.39627","0","0","0","0","0","0","0","0","0","0","0","0.18576","0","0","0","0","0","0","0","0","0","62.56812506","20.98825054","0.6","28.97987452","50.56812506","12","0.004","0.021577347","99.2","96","0.532","cement","LC3-(BMW)Oxy-CaL","Cement"
"477","60","2","2","2030","0.14648","0.52732","0","0","2.39627","0","0","0","0","0","0","0","0","0","0","0","0.18576","0","0","0","0","0","0","0","0","0","62.56812506","20.98825054","0.6","28.97987452","50.56812506","12","0.004","0.021577347","99.2","96","0.532","cement","LC3-(BMW)Oxy-CaL","Cement"
"478","60","3","2","2030","0.14648","0.52732","0","0","2.39627","0","0","0","0","0","0","0","0","0","0","0","0.18576","0","0","0","0","0","0","0","0","0","62.56812506","20.98825054","0.6","28.97987452","50.56812506","12","0.004","0.021577347","99.2","96","0.532","cement","LC3-(BMW)Oxy-CaL","Cement"
"479","60","4","2","2030","0.14648","0.52732","0","0","2.39627","0","0","0","0","0","0","0","0","0","0","0","0.18576","0","0","0","0","0","0","0","0","0","62.56812506","20.98825054","0.6","28.97987452","50.56812506","12","0.004","0.021577347","99.2","96","0.532","cement","LC3-(BMW)Oxy-CaL","Cement"
"480","60","5","2","2050","0.14648","0.52732","0","0","2.39627","0","0","0","0","0","0","0","0","0","0","0","0.18576","0","0","0","0","0","0","0","0","0","63.36812506","20.98825054","1.4","28.97987452","51.36812506","12","0.004","0.004","99.2","99.3","0.532","cement","LC3-(BMW)Oxy-CaL","Cement"
"481","60","6","2","2050","0.14648","0.52732","0","0","2.39627","0","0","0","0","0","0","0","0","0","0","0","0.18576","0","0","0","0","0","0","0","0","0","63.36812506","20.98825054","1.4","28.97987452","51.36812506","12","0.004","0.004","99.2","99.3","0.532","cement","LC3-(BMW)Oxy-CaL","Cement"
"482","60","7","2","2050","0.14648","0.52732","0","0","2.39627","0","0","0","0","0","0","0","0","0","0","0","0.18576","0","0","0","0","0","0","0","0","0","63.36812506","20.98825054","1.4","28.97987452","51.36812506","12","0.004","0.004","99.2","99.3","0.532","cement","LC3-(BMW)Oxy-CaL","Cement"
"483","60","8","2","2050","0.14648","0.52732","0","0","2.39627","0","0","0","0","0","0","0","0","0","0","0","0.18576","0","0","0","0","0","0","0","0","0","63.36812506","20.98825054","1.4","28.97987452","51.36812506","12","0.004","0.004","99.2","99.3","0.532","cement","LC3-(BMW)Oxy-CaL","Cement"
"484","61","1","2","2030","0.090090788","0.324331809","0.784960366","0","0.605657509","1.026473825","0","0","0","0","0","0","0.004714717","0","0.022230622","0","0.046949925","0.034793619","0","0","0","0","0","0","9.63e-05","0","106.7072066","13.64137561","64.89430665","23.85185037","102.3875326","4.319674","0.432628711","0.46077316","13.2","14","0.070805336","cement","EU-mix-2030","Cement"
"485","61","2","2","2030","0.090090788","0.324331809","0.784960366","0","0.605657509","1.026473825","0","0","0","0","0","0","0.004714717","0","0.022230622","0","0.046949925","0.034793619","0","0","0","0","0","0","9.63e-05","0","106.7399477","13.67411673","64.89430665","23.85185037","102.4202737","4.319674","0.432628711","0.46077316","13.2","14","0.070805336","cement","EU-mix-2030","Cement"
"486","61","3","2","2030","0.090090788","0.324331809","0.784960366","0","0.605657509","1.026473825","0","0","0","0","0","0","0.004714717","0","0.022230622","0","0.046949925","0.034793619","0","0","0","0","0","0","9.63e-05","0","106.7072066","13.64137561","64.89430665","23.85185037","102.3875326","4.319674","0.432628711","0.46077316","13.2","14","0.070805336","cement","EU-mix-2030","Cement"
"487","61","4","2","2030","0.090090788","0.324331809","0.784960366","0","0.605657509","1.026473825","0","0","0","0","0","0","0.004714717","0","0.022230622","0","0.046949925","0.034793619","0","0","0","0","0","0","9.63e-05","0","106.7399477","13.67411673","64.89430665","23.85185037","102.4202737","4.319674","0.432628711","0.46077316","13.2","14","0.070805336","cement","EU-mix-2030","Cement"
"488","63","5","2","2050","0.149696207","0.538905061","1.062746742","0","1.592006552","0.26812439","0","0","0","0","0","0","0.03339035","0","0.030097425","0","0.123410657","0.009088538","0","0","0","0","0","0","0.000682","0","70.77520102","19.37633561","11.8901426","27.16323682","58.42971502","12.345486","0.033971836","0.038914616","93.2","92.7","0.501418443","cement","EU-mix-2050","Cement"
"489","63","6","2","2050","0.149696207","0.538905061","1.062746742","0","1.592006552","0.26812439","0","0","0","0","0","0","0.03339035","0","0.030097425","0","0.123410657","0.009088538","0","0","0","0","0","0","0.000682","0","70.91432759","19.51546218","11.8901426","27.16323682","58.56884159","12.345486","0.033971836","0.038914616","93.2","92.7","0.501418443","cement","EU-mix-2050","Cement"
"490","63","7","2","2050","0.149696207","0.538905061","1.062746742","0","1.592006552","0.26812439","0","0","0","0","0","0","0.03339035","0","0.030097425","0","0.123410657","0.009088538","0","0","0","0","0","0","0.000682","0","70.77520102","19.37633561","11.8901426","27.16323682","58.42971502","12.345486","0.033971836","0.038914616","93.2","92.7","0.501418443","cement","EU-mix-2050","Cement"
"491","63","8","2","2050","0.149696207","0.538905061","1.062746742","0","1.592006552","0.26812439","0","0","0","0","0","0","0.03339035","0","0.030097425","0","0.123410657","0.009088538","0","0","0","0","0","0","0.000682","0","70.91432759","19.51546218","11.8901426","27.16323682","58.56884159","12.345486","0.033971836","0.038914616","93.2","92.7","0.501418443","cement","EU-mix-2050","Cement"
"492","64","0","6","2018","0.13675","0.4923","0","0","0","0","0","0","0.00597","0","0","0","0.29048","0","0","0","0","0","0","0","5e-05","0","0","0","0.00593","0","1006.547374","19.15257414","0.3968","949.998","969.5473741","37","0.016","0.050040025","0","0","0","chemical-PE","(NG)PE","Chemical"
"493","64","1","6","2030","0.13675","0.4923","0","0","0","0","0","0","0.00597","0","0","0","0.29048","0","0","0","0","0","0","0","5e-05","0","0","0","0.00593","0","1001.274482","11.8764816","2.4","949.998","964.2744816","37","0.016","0.034491788","0","31.1","0","chemical-PE","(NG)PE","Chemical"
"494","64","2","6","2030","0.13675","0.4923","0","0","0","0","0","0","0.00597","0","0","0","0.29048","0","0","0","0","0","0","0","5e-05","0","0","0","0.00593","0","1003.291705","13.89370544","2.4","949.998","966.2917054","37","0.016","0.034491788","0","31.1","0","chemical-PE","(NG)PE","Chemical"
"495","64","3","6","2030","0.13675","0.4923","0","0","0","0","0","0","0.00597","0","0","0","0.29048","0","0","0","0","0","0","0","5e-05","0","0","0","0.00593","0","1001.374482","11.9764816","2.4","949.998","964.3744816","37","0.016","0.034491788","0","31.1","0","chemical-PE","(NG)PE","Chemical"
"496","64","4","6","2030","0.13675","0.4923","0","0","0","0","0","0","0.00597","0","0","0","0.29048","0","0","0","0","0","0","0","5e-05","0","0","0","0.00593","0","1003.391705","13.99370544","2.4","949.998","966.3917054","37","0.016","0.034491788","0","31.1","0","chemical-PE","(NG)PE","Chemical"
"497","64","5","6","2050","0.13675","0.4923","0","0","0","0","0","0","0.00597","0","0","0","0.29048","0","0","0","0","0","0","0","5e-05","0","0","0","0.00593","0","1005.206371","12.60837114","5.6","949.998","968.2063711","37","0.016","0.018081775","0","63.9","0","chemical-PE","(NG)PE","Chemical"
"498","64","6","6","2050","0.13675","0.4923","0","0","0","0","0","0","0.00597","0","0","0","0.29048","0","0","0","0","0","0","0","5e-05","0","0","0","0.00593","0","1006.416705","13.81870544","5.6","949.998","969.4167054","37","0.016","0.018081775","0","63.9","0","chemical-PE","(NG)PE","Chemical"
"499","64","7","6","2050","0.13675","0.4923","0","0","0","0","0","0","0.00597","0","0","0","0.29048","0","0","0","0","0","0","0","5e-05","0","0","0","0.00593","0","1005.256371","12.65837114","5.6","949.998","968.2563711","37","0.016","0.018081775","0","63.9","0","chemical-PE","(NG)PE","Chemical"
"500","64","8","6","2050","0.13675","0.4923","0","0","0","0","0","0","0.00597","0","0","0","0.29048","0","0","0","0","0","0","0","5e-05","0","0","0","0.00593","0","1006.466705","13.86870544","5.6","949.998","969.4667054","37","0.016","0.018081775","0","63.9","0","chemical-PE","(NG)PE","Chemical"
"501","65","1","6","2030","0.13937","0.50172","0","0","0","0","0","0","0.00597","0","0","0","0.30438","0","0","0","0","0","0","0","5e-05","0","0","0","0.00622","0","999.4567929","12.15879294","0.3","949.998","962.4567929","37","0.002","0.020905405","87.5","58.2","0.015","chemical-PE","(NG)PE-MEA","Chemical"
"502","65","2","6","2030","0.13937","0.50172","0","0","0","0","0","0","0.00597","0","0","0","0.30438","0","0","0","0","0","0","0","5e-05","0","0","0","0.00622","0","1001.570545","14.27254463","0.3","949.998","964.5705446","37","0.002","0.020905405","87.5","58.2","0.015","chemical-PE","(NG)PE-MEA","Chemical"
"503","65","3","6","2030","0.13937","0.50172","0","0","0","0","0","0","0.00597","0","0","0","0.30438","0","0","0","0","0","0","0","5e-05","0","0","0","0.00622","0","999.5567929","12.25879294","0.3","949.998","962.5567929","37","0.002","0.020905405","87.5","58.2","0.015","chemical-PE","(NG)PE-MEA","Chemical"
"504","65","4","6","2030","0.13937","0.50172","0","0","0","0","0","0","0.00597","0","0","0","0.30438","0","0","0","0","0","0","0","5e-05","0","0","0","0.00622","0","1001.670545","14.37254463","0.3","949.998","964.6705446","37","0.002","0.020905405","87.5","58.2","0.015","chemical-PE","(NG)PE-MEA","Chemical"
"505","65","5","6","2050","0.13937","0.50172","0","0","0","0","0","0","0.00597","0","0","0","0.30438","0","0","0","0","0","0","0","5e-05","0","0","0","0.00622","0","1000.627294","12.92929362","0.7","949.998","963.6272936","37","0.002","0.004181392","87.5","91.6","0.015","chemical-PE","(NG)PE-MEA","Chemical"
"506","65","6","6","2050","0.13937","0.50172","0","0","0","0","0","0","0.00597","0","0","0","0.30438","0","0","0","0","0","0","0","5e-05","0","0","0","0.00622","0","1001.895545","14.19754463","0.7","949.998","964.8955446","37","0.002","0.004181392","87.5","91.6","0.015","chemical-PE","(NG)PE-MEA","Chemical"
"507","65","7","6","2050","0.13937","0.50172","0","0","0","0","0","0","0.00597","0","0","0","0.30438","0","0","0","0","0","0","0","5e-05","0","0","0","0.00622","0","1000.677294","12.97929362","0.7","949.998","963.6772936","37","0.002","0.004181392","87.5","91.6","0.015","chemical-PE","(NG)PE-MEA","Chemical"
"508","65","8","6","2050","0.13937","0.50172","0","0","0","0","0","0","0.00597","0","0","0","0.30438","0","0","0","0","0","0","0","5e-05","0","0","0","0.00622","0","1001.945545","14.24754463","0.7","949.998","964.9455446","37","0.002","0.004181392","87.5","91.6","0.015","chemical-PE","(NG)PE-MEA","Chemical"
"509","66","1","6","2030","0.13675","0.4923","0","0","0","0","0","0","0.31332","0","0","0","0","0","0","0","0","0","0","0","0.00261","0","0","0","0","0","1004.537258","17.53925777","0","949.998","967.5372578","37","0","0.016410013","100","67.2","0","chemical-PE","(H2)PE","Chemical"
"510","66","2","6","2030","0.13675","0.4923","0","0","0","0","0","0","0.31332","0","0","0","0","0","0","0","0","0","0","0","0.00261","0","0","0","0","0","1004.537258","17.53925777","0","949.998","967.5372578","37","0","0.016410013","100","67.2","0","chemical-PE","(H2)PE","Chemical"
"511","66","3","6","2030","0.13675","0.4923","0","0","0","0","0","0","0.31332","0","0","0","0","0","0","0","0","0","0","0","0.00261","0","0","0","0","0","1009.757258","22.75925777","0","949.998","972.7572578","37","0","0.016410013","100","67.2","0","chemical-PE","(H2)PE","Chemical"
"512","66","4","6","2030","0.13675","0.4923","0","0","0","0","0","0","0.31332","0","0","0","0","0","0","0","0","0","0","0","0.00261","0","0","0","0","0","1009.757258","22.75925777","0","949.998","972.7572578","37","0","0.016410013","100","67.2","0","chemical-PE","(H2)PE","Chemical"
"513","66","5","6","2050","0.13675","0.4923","0","0","0","0","0","0","0.31332","0","0","0","0","0","0","0","0","0","0","0","0.00261","0","0","0","0","0","1000.622258","13.62425777","0","949.998","963.6222578","37","0","0","100","100","0","chemical-PE","(H2)PE","Chemical"
"514","66","6","6","2050","0.13675","0.4923","0","0","0","0","0","0","0.31332","0","0","0","0","0","0","0","0","0","0","0","0.00261","0","0","0","0","0","1000.622258","13.62425777","0","949.998","963.6222578","37","0","0","100","100","0","chemical-PE","(H2)PE","Chemical"
"515","66","7","6","2050","0.13675","0.4923","0","0","0","0","0","0","0.31332","0","0","0","0","0","0","0","0","0","0","0","0.00261","0","0","0","0","0","1003.232258","16.23425777","0","949.998","966.2322578","37","0","0","100","100","0","chemical-PE","(H2)PE","Chemical"
"516","66","8","6","2050","0.13675","0.4923","0","0","0","0","0","0","0.31332","0","0","0","0","0","0","0","0","0","0","0","0.00261","0","0","0","0","0","1003.232258","16.23425777","0","949.998","966.2322578","37","0","0","100","100","0","chemical-PE","(H2)PE","Chemical"
"517","67","1","6","2030","0.26743","0.96275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1006.985585","18.98758463","0","949.998","968.9855846","38","0","0.032091692","100","35.9","0","chemical-PE","(H2)PE-AEL","Chemical"
"518","67","2","6","2030","0.26743","0.96275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1006.985585","18.98758463","0","949.998","968.9855846","38","0","0.032091692","100","35.9","0","chemical-PE","(H2)PE-AEL","Chemical"
"519","67","3","6","2030","0.26743","0.96275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1006.985585","18.98758463","0","949.998","968.9855846","38","0","0.032091692","100","35.9","0","chemical-PE","(H2)PE-AEL","Chemical"
"520","67","4","6","2030","0.26743","0.96275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1006.985585","18.98758463","0","949.998","968.9855846","38","0","0.032091692","100","35.9","0","chemical-PE","(H2)PE-AEL","Chemical"
"521","67","5","6","2050","0.26743","0.96275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1006.985585","18.98758463","0","949.998","968.9855846","38","0","0","100","100","0","chemical-PE","(H2)PE-AEL","Chemical"
"522","67","6","6","2050","0.26743","0.96275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1006.985585","18.98758463","0","949.998","968.9855846","38","0","0","100","100","0","chemical-PE","(H2)PE-AEL","Chemical"
"523","67","7","6","2050","0.26743","0.96275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1006.985585","18.98758463","0","949.998","968.9855846","38","0","0","100","100","0","chemical-PE","(H2)PE-AEL","Chemical"
"524","67","8","6","2050","0.26743","0.96275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1006.985585","18.98758463","0","949.998","968.9855846","38","0","0","100","100","0","chemical-PE","(H2)PE-AEL","Chemical"
"525","68","1","6","2030","0.20795","0.74863","0","0","0","0","0","0","0.00597","0","0","0","0","0","0","0","0","0","0","0","5e-05","0","0","0","0","0","1001.912659","14.91465903","0","949.998","964.912659","37","0","0.024954353","100","50.1","0","chemical-PE","(EL)PE","Chemical"
"526","68","2","6","2030","0.20795","0.74863","0","0","0","0","0","0","0.00597","0","0","0","0","0","0","0","0","0","0","0","5e-05","0","0","0","0","0","1001.912659","14.91465903","0","949.998","964.912659","37","0","0.024954353","100","50.1","0","chemical-PE","(EL)PE","Chemical"
"527","68","3","6","2030","0.20795","0.74863","0","0","0","0","0","0","0.00597","0","0","0","0","0","0","0","0","0","0","0","5e-05","0","0","0","0","0","1002.012659","15.01465903","0","949.998","965.012659","37","0","0.024954353","100","50.1","0","chemical-PE","(EL)PE","Chemical"
"528","68","4","6","2030","0.20795","0.74863","0","0","0","0","0","0","0.00597","0","0","0","0","0","0","0","0","0","0","0","5e-05","0","0","0","0","0","1002.012659","15.01465903","0","949.998","965.012659","37","0","0.024954353","100","50.1","0","chemical-PE","(EL)PE","Chemical"
"529","68","5","6","2050","0.20795","0.74863","0","0","0","0","0","0","0.00597","0","0","0","0","0","0","0","0","0","0","0","5e-05","0","0","0","0","0","1001.837659","14.83965903","0","949.998","964.837659","37","0","0","100","100","0","chemical-PE","(EL)PE","Chemical"
"530","68","6","6","2050","0.20795","0.74863","0","0","0","0","0","0","0.00597","0","0","0","0","0","0","0","0","0","0","0","5e-05","0","0","0","0","0","1001.837659","14.83965903","0","949.998","964.837659","37","0","0","100","100","0","chemical-PE","(EL)PE","Chemical"
"531","68","7","6","2050","0.20795","0.74863","0","0","0","0","0","0","0.00597","0","0","0","0","0","0","0","0","0","0","0","5e-05","0","0","0","0","0","1001.887659","14.88965903","0","949.998","964.887659","37","0","0","100","100","0","chemical-PE","(EL)PE","Chemical"
"532","68","8","6","2050","0.20795","0.74863","0","0","0","0","0","0","0.00597","0","0","0","0","0","0","0","0","0","0","0","5e-05","0","0","0","0","0","1001.887659","14.88965903","0","949.998","964.887659","37","0","0","100","100","0","chemical-PE","(EL)PE","Chemical"
"533","69","0","6","2018","0.13675","0.4923","0","0","0","0","0","0","0.00597","0","0","0","0.29048","0","0","0","0","0","0","0","5e-05","0","0","0","0.00593","0","1006.547374","19.15257414","0.3968","949.998","969.5473741","37","0.016","0.050040025","0","0","0","chemical-PE","EU-mix-2018","Chemical"
"534","70","1","6","2030","0.144493529","0.520176607","0","0","0","0","0","0","0.038312441","0","0","0","0.230678033","0","0","0","0","0","0","0","0.000319389","0","0","0","0.004709772","0","1001.510735","12.81914531","1.69359","949.998","964.5107353","37","0.0112906","0.030283028","29.4","39.5","0.0014379","chemical-PE","EU-mix-2030","Chemical"
"535","70","2","6","2030","0.144493529","0.520176607","0","0","0","0","0","0","0.038312441","0","0","0","0.230678033","0","0","0","0","0","0","0","0.000319389","0","0","0","0.004709772","0","1003.112667","14.42107738","1.69359","949.998","966.1126674","37","0.0112906","0.030283028","29.4","39.5","0.0014379","chemical-PE","EU-mix-2030","Chemical"
"536","70","3","6","2030","0.144493529","0.520176607","0","0","0","0","0","0","0.038312441","0","0","0","0.230678033","0","0","0","0","0","0","0","0.000319389","0","0","0","0.004709772","0","1002.149513","13.45792291","1.69359","949.998","965.1495129","37","0.0112906","0.030283028","29.4","39.5","0.0014379","chemical-PE","EU-mix-2030","Chemical"
"537","70","4","6","2030","0.144493529","0.520176607","0","0","0","0","0","0","0.038312441","0","0","0","0.230678033","0","0","0","0","0","0","0","0.000319389","0","0","0","0.004709772","0","1003.751445","15.05985498","1.69359","949.998","966.751445","37","0.0112906","0.030283028","29.4","39.5","0.0014379","chemical-PE","EU-mix-2030","Chemical"
"538","72","5","6","2050","0.162030633","0.583309957","0","0","0","0","0","0","0.111554005","0","0","0","0.095255721","0","0","0","0","0","0","0","0.000929437","0","0","0","0.001946549","0","1001.051367","13.82443178","0.219065","950.0075","964.0509968","37.00037","0.0006259","0.001308567","96.1","97.4","0.00469425","chemical-PE","EU-mix-2050","Chemical"
"539","72","6","6","2050","0.162030633","0.583309957","0","0","0","0","0","0","0.111554005","0","0","0","0.095255721","0","0","0","0","0","0","0","0.000929437","0","0","0","0.001946549","0","1001.448266","14.22133093","0.219065","950.0075","964.4478959","37.00037","0.0006259","0.001308567","96.1","97.4","0.00469425","chemical-PE","EU-mix-2050","Chemical"
"540","72","7","6","2050","0.162030633","0.583309957","0","0","0","0","0","0","0.111554005","0","0","0","0.095255721","0","0","0","0","0","0","0","0.000929437","0","0","0","0.001946549","0","1001.980804","14.75386908","0.219065","950.0075","964.9804341","37.00037","0.0006259","0.001308567","96.1","97.4","0.00469425","chemical-PE","EU-mix-2050","Chemical"
